datetime_beginning_utc,datetime_beginning_ept,nerc_region,mkt_region,zone,load_area,mw,is_verified
1/1/2022 5:00:00 AM,1/1/2022 12:00:00 AM,RTO,RTO,RTO,RTO,69964.156,False
1/1/2022 6:00:00 AM,1/1/2022 1:00:00 AM,RTO,RTO,RTO,RTO,67712.330,False
1/1/2022 7:00:00 AM,1/1/2022 2:00:00 AM,RTO,RTO,RTO,RTO,65869.104,False
1/1/2022 8:00:00 AM,1/1/2022 3:00:00 AM,RTO,RTO,RTO,RTO,64915.247,False
1/1/2022 9:00:00 AM,1/1/2022 4:00:00 AM,RTO,RTO,RTO,RTO,64520.803,False
1/1/2022 10:00:00 AM,1/1/2022 5:00:00 AM,RTO,RTO,RTO,RTO,65199.643,False
1/1/2022 11:00:00 AM,1/1/2022 6:00:00 AM,RTO,RTO,RTO,RTO,66566.385,False
1/1/2022 12:00:00 PM,1/1/2022 7:00:00 AM,RTO,RTO,RTO,RTO,68211.247,False
1/1/2022 1:00:00 PM,1/1/2022 8:00:00 AM,RTO,RTO,RTO,RTO,69978.815,False
1/1/2022 2:00:00 PM,1/1/2022 9:00:00 AM,RTO,RTO,RTO,RTO,72554.498,False
1/1/2022 3:00:00 PM,1/1/2022 10:00:00 AM,RTO,RTO,RTO,RTO,75191.241,False
1/1/2022 4:00:00 PM,1/1/2022 11:00:00 AM,RTO,RTO,RTO,RTO,76976.262,False
1/1/2022 5:00:00 PM,1/1/2022 12:00:00 PM,RTO,RTO,RTO,RTO,77942.001,False
1/1/2022 6:00:00 PM,1/1/2022 1:00:00 PM,RTO,RTO,RTO,RTO,77977.946,False
1/1/2022 7:00:00 PM,1/1/2022 2:00:00 PM,RTO,RTO,RTO,RTO,77808.566,False
1/1/2022 8:00:00 PM,1/1/2022 3:00:00 PM,RTO,RTO,RTO,RTO,78138.415,False
1/1/2022 9:00:00 PM,1/1/2022 4:00:00 PM,RTO,RTO,RTO,RTO,80089.045,False
1/1/2022 10:00:00 PM,1/1/2022 5:00:00 PM,RTO,RTO,RTO,RTO,83505.269,False
1/1/2022 11:00:00 PM,1/1/2022 6:00:00 PM,RTO,RTO,RTO,RTO,83577.993,False
1/2/2022 12:00:00 AM,1/1/2022 7:00:00 PM,RTO,RTO,RTO,RTO,82495.710,False
1/2/2022 1:00:00 AM,1/1/2022 8:00:00 PM,RTO,RTO,RTO,RTO,80791.106,False
1/2/2022 2:00:00 AM,1/1/2022 9:00:00 PM,RTO,RTO,RTO,RTO,78814.582,False
1/2/2022 3:00:00 AM,1/1/2022 10:00:00 PM,RTO,RTO,RTO,RTO,75941.862,False
1/2/2022 4:00:00 AM,1/1/2022 11:00:00 PM,RTO,RTO,RTO,RTO,72410.850,False
1/2/2022 5:00:00 AM,1/2/2022 12:00:00 AM,RTO,RTO,RTO,RTO,69482.962,False
1/2/2022 6:00:00 AM,1/2/2022 1:00:00 AM,RTO,RTO,RTO,RTO,67360.413,False
1/2/2022 7:00:00 AM,1/2/2022 2:00:00 AM,RTO,RTO,RTO,RTO,66143.835,False
1/2/2022 8:00:00 AM,1/2/2022 3:00:00 AM,RTO,RTO,RTO,RTO,65573.915,False
1/2/2022 9:00:00 AM,1/2/2022 4:00:00 AM,RTO,RTO,RTO,RTO,65773.745,False
1/2/2022 10:00:00 AM,1/2/2022 5:00:00 AM,RTO,RTO,RTO,RTO,66777.911,False
1/2/2022 11:00:00 AM,1/2/2022 6:00:00 AM,RTO,RTO,RTO,RTO,68812.849,False
1/2/2022 12:00:00 PM,1/2/2022 7:00:00 AM,RTO,RTO,RTO,RTO,71371.281,False
1/2/2022 1:00:00 PM,1/2/2022 8:00:00 AM,RTO,RTO,RTO,RTO,73917.240,False
1/2/2022 2:00:00 PM,1/2/2022 9:00:00 AM,RTO,RTO,RTO,RTO,76730.702,False
1/2/2022 3:00:00 PM,1/2/2022 10:00:00 AM,RTO,RTO,RTO,RTO,78996.685,False
1/2/2022 4:00:00 PM,1/2/2022 11:00:00 AM,RTO,RTO,RTO,RTO,80491.985,False
1/2/2022 5:00:00 PM,1/2/2022 12:00:00 PM,RTO,RTO,RTO,RTO,81242.830,False
1/2/2022 6:00:00 PM,1/2/2022 1:00:00 PM,RTO,RTO,RTO,RTO,81351.100,False
1/2/2022 7:00:00 PM,1/2/2022 2:00:00 PM,RTO,RTO,RTO,RTO,81681.014,False
