datetime_beginning_utc,datetime_beginning_ept,nerc_region,mkt_region,zone,load_area,mw,is_verified
1/1/2010 5:00:00 AM,1/1/2010 12:00:00 AM,RTO,RTO,RTO,RTO,74450.202,True
1/1/2010 6:00:00 AM,1/1/2010 1:00:00 AM,RTO,RTO,RTO,RTO,72083.367,True
1/1/2010 7:00:00 AM,1/1/2010 2:00:00 AM,RTO,RTO,RTO,RTO,70256.531,True
1/1/2010 8:00:00 AM,1/1/2010 3:00:00 AM,RTO,RTO,RTO,RTO,69373.939,True
1/1/2010 9:00:00 AM,1/1/2010 4:00:00 AM,RTO,RTO,RTO,RTO,69563.985,True
1/1/2010 10:00:00 AM,1/1/2010 5:00:00 AM,RTO,RTO,RTO,RTO,70994.236,True
1/1/2010 11:00:00 AM,1/1/2010 6:00:00 AM,RTO,RTO,RTO,RTO,72700.134,True
1/1/2010 12:00:00 PM,1/1/2010 7:00:00 AM,RTO,RTO,RTO,RTO,74322.859,True
1/1/2010 1:00:00 PM,1/1/2010 8:00:00 AM,RTO,RTO,RTO,RTO,75698.708,True
1/1/2010 2:00:00 PM,1/1/2010 9:00:00 AM,RTO,RTO,RTO,RTO,78193.461,True
1/1/2010 3:00:00 PM,1/1/2010 10:00:00 AM,RTO,RTO,RTO,RTO,80240.771,True
1/1/2010 4:00:00 PM,1/1/2010 11:00:00 AM,RTO,RTO,RTO,RTO,80879.294,True
1/1/2010 5:00:00 PM,1/1/2010 12:00:00 PM,RTO,RTO,RTO,RTO,80737.528,True
1/1/2010 6:00:00 PM,1/1/2010 1:00:00 PM,RTO,RTO,RTO,RTO,80160.367,True
1/1/2010 7:00:00 PM,1/1/2010 2:00:00 PM,RTO,RTO,RTO,RTO,79822.825,True
1/1/2010 8:00:00 PM,1/1/2010 3:00:00 PM,RTO,RTO,RTO,RTO,80393.031,True
1/1/2010 9:00:00 PM,1/1/2010 4:00:00 PM,RTO,RTO,RTO,RTO,83169.432,True
1/1/2010 10:00:00 PM,1/1/2010 5:00:00 PM,RTO,RTO,RTO,RTO,89005.158,True
1/1/2010 11:00:00 PM,1/1/2010 6:00:00 PM,RTO,RTO,RTO,RTO,90453.745,True
1/2/2010 12:00:00 AM,1/1/2010 7:00:00 PM,RTO,RTO,RTO,RTO,90098.175,True
1/2/2010 1:00:00 AM,1/1/2010 8:00:00 PM,RTO,RTO,RTO,RTO,89446.271,True
1/2/2010 2:00:00 AM,1/1/2010 9:00:00 PM,RTO,RTO,RTO,RTO,88065.890,True
1/2/2010 3:00:00 AM,1/1/2010 10:00:00 PM,RTO,RTO,RTO,RTO,85433.767,True
1/2/2010 4:00:00 AM,1/1/2010 11:00:00 PM,RTO,RTO,RTO,RTO,82054.307,True
1/2/2010 5:00:00 AM,1/2/2010 12:00:00 AM,RTO,RTO,RTO,RTO,78978.527,True
1/2/2010 6:00:00 AM,1/2/2010 1:00:00 AM,RTO,RTO,RTO,RTO,77092.200,True
1/2/2010 7:00:00 AM,1/2/2010 2:00:00 AM,RTO,RTO,RTO,RTO,76227.631,True
1/2/2010 8:00:00 AM,1/2/2010 3:00:00 AM,RTO,RTO,RTO,RTO,76360.241,True
1/2/2010 9:00:00 AM,1/2/2010 4:00:00 AM,RTO,RTO,RTO,RTO,77204.604,True
1/2/2010 10:00:00 AM,1/2/2010 5:00:00 AM,RTO,RTO,RTO,RTO,79183.006,True
1/2/2010 11:00:00 AM,1/2/2010 6:00:00 AM,RTO,RTO,RTO,RTO,82285.881,True
1/2/2010 12:00:00 PM,1/2/2010 7:00:00 AM,RTO,RTO,RTO,RTO,85431.610,True
1/2/2010 1:00:00 PM,1/2/2010 8:00:00 AM,RTO,RTO,RTO,RTO,88316.554,True
1/2/2010 2:00:00 PM,1/2/2010 9:00:00 AM,RTO,RTO,RTO,RTO,90824.375,True
1/2/2010 3:00:00 PM,1/2/2010 10:00:00 AM,RTO,RTO,RTO,RTO,91994.577,True
1/2/2010 4:00:00 PM,1/2/2010 11:00:00 AM,RTO,RTO,RTO,RTO,91929.955,True
1/2/2010 5:00:00 PM,1/2/2010 12:00:00 PM,RTO,RTO,RTO,RTO,91273.646,True
1/2/2010 6:00:00 PM,1/2/2010 1:00:00 PM,RTO,RTO,RTO,RTO,90455.706,True
1/2/2010 7:00:00 PM,1/2/2010 2:00:00 PM,RTO,RTO,RTO,RTO,89878.527,True
1/2/2010 8:00:00 PM,1/2/2010 3:00:00 PM,RTO,RTO,RTO,RTO,90446.866,True
1/2/2010 9:00:00 PM,1/2/2010 4:00:00 PM,RTO,RTO,RTO,RTO,93890.956,True
1/2/2010 10:00:00 PM,1/2/2010 5:00:00 PM,RTO,RTO,RTO,RTO,100991.009,True
1/2/2010 11:00:00 PM,1/2/2010 6:00:00 PM,RTO,RTO,RTO,RTO,103591.907,True
1/3/2010 12:00:00 AM,1/2/2010 7:00:00 PM,RTO,RTO,RTO,RTO,103356.217,True
1/3/2010 1:00:00 AM,1/2/2010 8:00:00 PM,RTO,RTO,RTO,RTO,102462.151,True
1/3/2010 2:00:00 AM,1/2/2010 9:00:00 PM,RTO,RTO,RTO,RTO,100679.373,True
1/3/2010 3:00:00 AM,1/2/2010 10:00:00 PM,RTO,RTO,RTO,RTO,97379.855,True
1/3/2010 4:00:00 AM,1/2/2010 11:00:00 PM,RTO,RTO,RTO,RTO,93541.117,True
1/3/2010 5:00:00 AM,1/3/2010 12:00:00 AM,RTO,RTO,RTO,RTO,90269.439,True
1/3/2010 6:00:00 AM,1/3/2010 1:00:00 AM,RTO,RTO,RTO,RTO,88399.639,True
1/3/2010 7:00:00 AM,1/3/2010 2:00:00 AM,RTO,RTO,RTO,RTO,87537.277,True
1/3/2010 8:00:00 AM,1/3/2010 3:00:00 AM,RTO,RTO,RTO,RTO,87194.378,True
1/3/2010 9:00:00 AM,1/3/2010 4:00:00 AM,RTO,RTO,RTO,RTO,87880.417,True
1/3/2010 10:00:00 AM,1/3/2010 5:00:00 AM,RTO,RTO,RTO,RTO,89477.491,True
1/3/2010 11:00:00 AM,1/3/2010 6:00:00 AM,RTO,RTO,RTO,RTO,91980.166,True
1/3/2010 12:00:00 PM,1/3/2010 7:00:00 AM,RTO,RTO,RTO,RTO,94394.803,True
1/3/2010 1:00:00 PM,1/3/2010 8:00:00 AM,RTO,RTO,RTO,RTO,95920.920,True
1/3/2010 2:00:00 PM,1/3/2010 9:00:00 AM,RTO,RTO,RTO,RTO,96803.488,True
1/3/2010 3:00:00 PM,1/3/2010 10:00:00 AM,RTO,RTO,RTO,RTO,96717.506,True
1/3/2010 4:00:00 PM,1/3/2010 11:00:00 AM,RTO,RTO,RTO,RTO,95937.970,True
1/3/2010 5:00:00 PM,1/3/2010 12:00:00 PM,RTO,RTO,RTO,RTO,94881.233,True
1/3/2010 6:00:00 PM,1/3/2010 1:00:00 PM,RTO,RTO,RTO,RTO,93660.520,True
1/3/2010 7:00:00 PM,1/3/2010 2:00:00 PM,RTO,RTO,RTO,RTO,92781.471,True
1/3/2010 8:00:00 PM,1/3/2010 3:00:00 PM,RTO,RTO,RTO,RTO,93158.085,True
1/3/2010 9:00:00 PM,1/3/2010 4:00:00 PM,RTO,RTO,RTO,RTO,96587.688,True
1/3/2010 10:00:00 PM,1/3/2010 5:00:00 PM,RTO,RTO,RTO,RTO,103519.680,True
1/3/2010 11:00:00 PM,1/3/2010 6:00:00 PM,RTO,RTO,RTO,RTO,106152.225,True
1/4/2010 12:00:00 AM,1/3/2010 7:00:00 PM,RTO,RTO,RTO,RTO,105729.638,True
1/4/2010 1:00:00 AM,1/3/2010 8:00:00 PM,RTO,RTO,RTO,RTO,104269.130,True
1/4/2010 2:00:00 AM,1/3/2010 9:00:00 PM,RTO,RTO,RTO,RTO,100907.800,True
1/4/2010 3:00:00 AM,1/3/2010 10:00:00 PM,RTO,RTO,RTO,RTO,95924.760,True
1/4/2010 4:00:00 AM,1/3/2010 11:00:00 PM,RTO,RTO,RTO,RTO,91380.994,True
1/4/2010 5:00:00 AM,1/4/2010 12:00:00 AM,RTO,RTO,RTO,RTO,87873.236,True
1/4/2010 6:00:00 AM,1/4/2010 1:00:00 AM,RTO,RTO,RTO,RTO,86258.051,True
1/4/2010 7:00:00 AM,1/4/2010 2:00:00 AM,RTO,RTO,RTO,RTO,85622.135,True
1/4/2010 8:00:00 AM,1/4/2010 3:00:00 AM,RTO,RTO,RTO,RTO,86087.648,True
1/4/2010 9:00:00 AM,1/4/2010 4:00:00 AM,RTO,RTO,RTO,RTO,87883.337,True
1/4/2010 10:00:00 AM,1/4/2010 5:00:00 AM,RTO,RTO,RTO,RTO,92677.105,True
1/4/2010 11:00:00 AM,1/4/2010 6:00:00 AM,RTO,RTO,RTO,RTO,100438.531,True
1/4/2010 12:00:00 PM,1/4/2010 7:00:00 AM,RTO,RTO,RTO,RTO,104880.159,True
1/4/2010 1:00:00 PM,1/4/2010 8:00:00 AM,RTO,RTO,RTO,RTO,104706.327,True
1/4/2010 2:00:00 PM,1/4/2010 9:00:00 AM,RTO,RTO,RTO,RTO,103815.515,True
1/4/2010 3:00:00 PM,1/4/2010 10:00:00 AM,RTO,RTO,RTO,RTO,102859.353,True
1/4/2010 4:00:00 PM,1/4/2010 11:00:00 AM,RTO,RTO,RTO,RTO,101803.159,True
1/4/2010 5:00:00 PM,1/4/2010 12:00:00 PM,RTO,RTO,RTO,RTO,100367.729,True
1/4/2010 6:00:00 PM,1/4/2010 1:00:00 PM,RTO,RTO,RTO,RTO,99149.546,True
1/4/2010 7:00:00 PM,1/4/2010 2:00:00 PM,RTO,RTO,RTO,RTO,98225.623,True
1/4/2010 8:00:00 PM,1/4/2010 3:00:00 PM,RTO,RTO,RTO,RTO,98316.024,True
1/4/2010 9:00:00 PM,1/4/2010 4:00:00 PM,RTO,RTO,RTO,RTO,101020.203,True
1/4/2010 10:00:00 PM,1/4/2010 5:00:00 PM,RTO,RTO,RTO,RTO,107460.654,True
1/4/2010 11:00:00 PM,1/4/2010 6:00:00 PM,RTO,RTO,RTO,RTO,109179.214,True
1/5/2010 12:00:00 AM,1/4/2010 7:00:00 PM,RTO,RTO,RTO,RTO,108245.741,True
