datetime_beginning_utc,datetime_beginning_ept,nerc_region,mkt_region,zone,load_area,mw,is_verified
1/1/2018 5:00:00 AM,1/1/2018 12:00:00 AM,RTO,RTO,RTO,RTO,112288.391,False
1/1/2018 6:00:00 AM,1/1/2018 1:00:00 AM,RTO,RTO,RTO,RTO,111308.584,False
1/1/2018 7:00:00 AM,1/1/2018 2:00:00 AM,RTO,RTO,RTO,RTO,110402.115,False
1/1/2018 8:00:00 AM,1/1/2018 3:00:00 AM,RTO,RTO,RTO,RTO,110466.337,False
1/1/2018 9:00:00 AM,1/1/2018 4:00:00 AM,RTO,RTO,RTO,RTO,111476.085,False
1/1/2018 10:00:00 AM,1/1/2018 5:00:00 AM,RTO,RTO,RTO,RTO,113381.067,False
1/1/2018 11:00:00 AM,1/1/2018 6:00:00 AM,RTO,RTO,RTO,RTO,115586.459,False
1/1/2018 12:00:00 PM,1/1/2018 7:00:00 AM,RTO,RTO,RTO,RTO,117208.858,False
1/1/2018 1:00:00 PM,1/1/2018 8:00:00 AM,RTO,RTO,RTO,RTO,117238.522,False
1/1/2018 2:00:00 PM,1/1/2018 9:00:00 AM,RTO,RTO,RTO,RTO,116004.560,False
1/1/2018 3:00:00 PM,1/1/2018 10:00:00 AM,RTO,RTO,RTO,RTO,114973.620,False
1/1/2018 4:00:00 PM,1/1/2018 11:00:00 AM,RTO,RTO,RTO,RTO,113918.928,False
1/1/2018 5:00:00 PM,1/1/2018 12:00:00 PM,RTO,RTO,RTO,RTO,112980.920,False
1/1/2018 6:00:00 PM,1/1/2018 1:00:00 PM,RTO,RTO,RTO,RTO,111843.436,False
1/1/2018 7:00:00 PM,1/1/2018 2:00:00 PM,RTO,RTO,RTO,RTO,111228.095,False
1/1/2018 8:00:00 PM,1/1/2018 3:00:00 PM,RTO,RTO,RTO,RTO,112148.198,False
1/1/2018 9:00:00 PM,1/1/2018 4:00:00 PM,RTO,RTO,RTO,RTO,116033.600,False
1/1/2018 10:00:00 PM,1/1/2018 5:00:00 PM,RTO,RTO,RTO,RTO,124005.756,False
1/1/2018 11:00:00 PM,1/1/2018 6:00:00 PM,RTO,RTO,RTO,RTO,126905.301,False
1/2/2018 12:00:00 AM,1/1/2018 7:00:00 PM,RTO,RTO,RTO,RTO,127416.928,False
1/2/2018 1:00:00 AM,1/1/2018 8:00:00 PM,RTO,RTO,RTO,RTO,126634.566,False
1/2/2018 2:00:00 AM,1/1/2018 9:00:00 PM,RTO,RTO,RTO,RTO,124233.443,False
1/2/2018 3:00:00 AM,1/1/2018 10:00:00 PM,RTO,RTO,RTO,RTO,119902.142,False
1/2/2018 4:00:00 AM,1/1/2018 11:00:00 PM,RTO,RTO,RTO,RTO,116148.265,False
1/2/2018 5:00:00 AM,1/2/2018 12:00:00 AM,RTO,RTO,RTO,RTO,113663.187,False
1/2/2018 6:00:00 AM,1/2/2018 1:00:00 AM,RTO,RTO,RTO,RTO,112618.231,False
1/2/2018 7:00:00 AM,1/2/2018 2:00:00 AM,RTO,RTO,RTO,RTO,112738.666,False
1/2/2018 8:00:00 AM,1/2/2018 3:00:00 AM,RTO,RTO,RTO,RTO,113615.387,False
1/2/2018 9:00:00 AM,1/2/2018 4:00:00 AM,RTO,RTO,RTO,RTO,115818.541,False
1/2/2018 10:00:00 AM,1/2/2018 5:00:00 AM,RTO,RTO,RTO,RTO,121015.152,False
1/2/2018 11:00:00 AM,1/2/2018 6:00:00 AM,RTO,RTO,RTO,RTO,128281.107,False
1/2/2018 12:00:00 PM,1/2/2018 7:00:00 AM,RTO,RTO,RTO,RTO,132976.411,False
1/2/2018 1:00:00 PM,1/2/2018 8:00:00 AM,RTO,RTO,RTO,RTO,132546.462,False
1/2/2018 2:00:00 PM,1/2/2018 9:00:00 AM,RTO,RTO,RTO,RTO,130182.791,False
1/2/2018 3:00:00 PM,1/2/2018 10:00:00 AM,RTO,RTO,RTO,RTO,127595.535,False
1/2/2018 4:00:00 PM,1/2/2018 11:00:00 AM,RTO,RTO,RTO,RTO,124414.008,False
1/2/2018 5:00:00 PM,1/2/2018 12:00:00 PM,RTO,RTO,RTO,RTO,121434.451,False
1/2/2018 6:00:00 PM,1/2/2018 1:00:00 PM,RTO,RTO,RTO,RTO,118987.433,False
1/2/2018 7:00:00 PM,1/2/2018 2:00:00 PM,RTO,RTO,RTO,RTO,117130.272,False
1/2/2018 8:00:00 PM,1/2/2018 3:00:00 PM,RTO,RTO,RTO,RTO,116928.688,False
