datetime_beginning_utc,datetime_beginning_ept,datetime_ending_utc,datetime_ending_ept,dasrmcp,total_pjm_rt_load_mwh,total_pjm_cleared_dasr_mwh,total_pjm_dasr_credits,total_pjm_adj_dasr_oblig_mwh
10/1/2022 3:00:00 AM,9/30/2022 11:00:00 PM,10/1/2022 4:00:00 AM,10/1/2022 12:00:00 AM,0.00000,68880.137000,3679.700,0.00,3679.700
10/1/2022 2:00:00 AM,9/30/2022 10:00:00 PM,10/1/2022 3:00:00 AM,9/30/2022 11:00:00 PM,0.00000,72805.080000,3523.800,0.00,3523.800
10/1/2022 1:00:00 AM,9/30/2022 9:00:00 PM,10/1/2022 2:00:00 AM,9/30/2022 10:00:00 PM,0.00000,76262.106000,3671.700,0.00,3671.700
10/1/2022 12:00:00 AM,9/30/2022 8:00:00 PM,10/1/2022 1:00:00 AM,9/30/2022 9:00:00 PM,0.00000,78825.149000,3695.700,0.00,3695.700
9/30/2022 11:00:00 PM,9/30/2022 7:00:00 PM,10/1/2022 12:00:00 AM,9/30/2022 8:00:00 PM,0.00000,80000.992000,3695.700,0.00,3695.700
9/30/2022 10:00:00 PM,9/30/2022 6:00:00 PM,9/30/2022 11:00:00 PM,9/30/2022 7:00:00 PM,0.00000,79626.413000,3695.700,0.00,3695.700
9/30/2022 9:00:00 PM,9/30/2022 5:00:00 PM,9/30/2022 10:00:00 PM,9/30/2022 6:00:00 PM,0.00000,79757.694000,3695.700,0.00,3695.700
9/30/2022 8:00:00 PM,9/30/2022 4:00:00 PM,9/30/2022 9:00:00 PM,9/30/2022 5:00:00 PM,0.00000,79612.686000,3695.700,0.00,3695.700
9/30/2022 7:00:00 PM,9/30/2022 3:00:00 PM,9/30/2022 8:00:00 PM,9/30/2022 4:00:00 PM,0.00000,79290.646000,3692.300,0.00,3692.300
9/30/2022 6:00:00 PM,9/30/2022 2:00:00 PM,9/30/2022 7:00:00 PM,9/30/2022 3:00:00 PM,0.00000,79768.044000,3695.700,0.00,3695.700
9/30/2022 5:00:00 PM,9/30/2022 1:00:00 PM,9/30/2022 6:00:00 PM,9/30/2022 2:00:00 PM,0.00000,80156.304000,3695.700,0.00,3695.700
9/30/2022 4:00:00 PM,9/30/2022 12:00:00 PM,9/30/2022 5:00:00 PM,9/30/2022 1:00:00 PM,0.00000,80105.880000,3687.700,0.00,3687.700
9/30/2022 3:00:00 PM,9/30/2022 11:00:00 AM,9/30/2022 4:00:00 PM,9/30/2022 12:00:00 PM,0.00000,80358.543000,3695.700,0.00,3695.700
9/30/2022 2:00:00 PM,9/30/2022 10:00:00 AM,9/30/2022 3:00:00 PM,9/30/2022 11:00:00 AM,0.00000,80574.776000,3687.700,0.00,3687.700
9/30/2022 1:00:00 PM,9/30/2022 9:00:00 AM,9/30/2022 2:00:00 PM,9/30/2022 10:00:00 AM,0.00000,80663.195000,3695.700,0.00,3695.700
9/30/2022 12:00:00 PM,9/30/2022 8:00:00 AM,9/30/2022 1:00:00 PM,9/30/2022 9:00:00 AM,0.00000,80228.549000,3695.700,0.00,3695.700
9/30/2022 11:00:00 AM,9/30/2022 7:00:00 AM,9/30/2022 12:00:00 PM,9/30/2022 8:00:00 AM,0.00000,78513.021000,3695.700,0.00,3695.700
9/30/2022 10:00:00 AM,9/30/2022 6:00:00 AM,9/30/2022 11:00:00 AM,9/30/2022 7:00:00 AM,0.00000,74332.432000,3695.700,0.00,3695.700
9/30/2022 9:00:00 AM,9/30/2022 5:00:00 AM,9/30/2022 10:00:00 AM,9/30/2022 6:00:00 AM,0.00000,68055.267000,3695.800,0.00,3695.800
9/30/2022 8:00:00 AM,9/30/2022 4:00:00 AM,9/30/2022 9:00:00 AM,9/30/2022 5:00:00 AM,0.00000,64466.135000,3471.000,0.00,3471.000
9/30/2022 7:00:00 AM,9/30/2022 3:00:00 AM,9/30/2022 8:00:00 AM,9/30/2022 4:00:00 AM,0.00000,63540.977000,3671.800,0.00,3671.800
9/30/2022 6:00:00 AM,9/30/2022 2:00:00 AM,9/30/2022 7:00:00 AM,9/30/2022 3:00:00 AM,0.00000,63722.221000,3671.700,0.00,3671.700
9/30/2022 5:00:00 AM,9/30/2022 1:00:00 AM,9/30/2022 6:00:00 AM,9/30/2022 2:00:00 AM,0.00000,64780.521000,3671.700,0.00,3671.700
9/30/2022 4:00:00 AM,9/30/2022 12:00:00 AM,9/30/2022 5:00:00 AM,9/30/2022 1:00:00 AM,0.00000,66957.715000,3695.700,0.00,3695.700
9/30/2022 3:00:00 AM,9/29/2022 11:00:00 PM,9/30/2022 4:00:00 AM,9/30/2022 12:00:00 AM,0.00000,70019.966000,3789.700,0.00,3789.700
9/30/2022 2:00:00 AM,9/29/2022 10:00:00 PM,9/30/2022 3:00:00 AM,9/29/2022 11:00:00 PM,0.00000,74263.270000,3789.700,0.00,3789.700
9/30/2022 1:00:00 AM,9/29/2022 9:00:00 PM,9/30/2022 2:00:00 AM,9/29/2022 10:00:00 PM,0.00000,78612.152000,3789.700,0.00,3789.700
9/30/2022 12:00:00 AM,9/29/2022 8:00:00 PM,9/30/2022 1:00:00 AM,9/29/2022 9:00:00 PM,0.00000,81902.927000,3775.800,0.00,3775.800
9/29/2022 11:00:00 PM,9/29/2022 7:00:00 PM,9/30/2022 12:00:00 AM,9/29/2022 8:00:00 PM,0.00000,82705.932000,3783.700,0.00,3783.700
9/29/2022 10:00:00 PM,9/29/2022 6:00:00 PM,9/29/2022 11:00:00 PM,9/29/2022 7:00:00 PM,0.00000,81192.910000,3777.800,0.00,3777.800
9/29/2022 9:00:00 PM,9/29/2022 5:00:00 PM,9/29/2022 10:00:00 PM,9/29/2022 6:00:00 PM,0.00000,80748.768000,3789.700,0.00,3789.700
9/29/2022 8:00:00 PM,9/29/2022 4:00:00 PM,9/29/2022 9:00:00 PM,9/29/2022 5:00:00 PM,0.00000,80211.967000,3781.700,0.00,3781.700
9/29/2022 7:00:00 PM,9/29/2022 3:00:00 PM,9/29/2022 8:00:00 PM,9/29/2022 4:00:00 PM,0.00000,79772.158000,3781.700,0.00,3781.700
9/29/2022 6:00:00 PM,9/29/2022 2:00:00 PM,9/29/2022 7:00:00 PM,9/29/2022 3:00:00 PM,0.00000,79510.432000,3789.700,0.00,3789.700
9/29/2022 5:00:00 PM,9/29/2022 1:00:00 PM,9/29/2022 6:00:00 PM,9/29/2022 2:00:00 PM,0.00000,79734.823000,3789.700,0.00,3789.700
