datetime_beginning_utc,datetime_beginning_ept,datetime_ending_utc,datetime_ending_ept,dasrmcp,total_pjm_rt_load_mwh,total_pjm_cleared_dasr_mwh,total_pjm_dasr_credits,total_pjm_adj_dasr_oblig_mwh
1/1/2013 4:00:00 AM,12/31/2012 11:00:00 PM,1/1/2013 5:00:00 AM,1/1/2013 12:00:00 AM,0.00000,82786.706000,6595.000,0.00,6595.000
1/1/2013 3:00:00 AM,12/31/2012 10:00:00 PM,1/1/2013 4:00:00 AM,12/31/2012 11:00:00 PM,0.00000,86464.708000,6665.700,0.00,6665.700
1/1/2013 2:00:00 AM,12/31/2012 9:00:00 PM,1/1/2013 3:00:00 AM,12/31/2012 10:00:00 PM,0.00000,90452.328000,7112.600,0.00,7112.600
1/1/2013 1:00:00 AM,12/31/2012 8:00:00 PM,1/1/2013 2:00:00 AM,12/31/2012 9:00:00 PM,0.00000,94086.872000,7112.700,0.00,7112.700
1/1/2013 12:00:00 AM,12/31/2012 7:00:00 PM,1/1/2013 1:00:00 AM,12/31/2012 8:00:00 PM,0.00000,97674.619000,6830.600,0.00,6830.600
12/31/2012 11:00:00 PM,12/31/2012 6:00:00 PM,1/1/2013 12:00:00 AM,12/31/2012 7:00:00 PM,0.00000,100924.746000,6879.800,0.00,6879.800
12/31/2012 10:00:00 PM,12/31/2012 5:00:00 PM,12/31/2012 11:00:00 PM,12/31/2012 6:00:00 PM,0.01000,101241.235000,6759.900,67.66,6759.900
12/31/2012 9:00:00 PM,12/31/2012 4:00:00 PM,12/31/2012 10:00:00 PM,12/31/2012 5:00:00 PM,0.00000,95365.420000,7339.600,0.00,7339.600
12/31/2012 8:00:00 PM,12/31/2012 3:00:00 PM,12/31/2012 9:00:00 PM,12/31/2012 4:00:00 PM,0.00000,92767.982000,7327.600,0.00,7327.600
12/31/2012 7:00:00 PM,12/31/2012 2:00:00 PM,12/31/2012 8:00:00 PM,12/31/2012 3:00:00 PM,0.00000,92511.415000,7122.500,0.00,7122.500
12/31/2012 6:00:00 PM,12/31/2012 1:00:00 PM,12/31/2012 7:00:00 PM,12/31/2012 2:00:00 PM,0.00000,92948.108000,7256.600,0.00,7256.600
12/31/2012 5:00:00 PM,12/31/2012 12:00:00 PM,12/31/2012 6:00:00 PM,12/31/2012 1:00:00 PM,0.00000,94000.109000,7342.700,0.00,7342.700
12/31/2012 4:00:00 PM,12/31/2012 11:00:00 AM,12/31/2012 5:00:00 PM,12/31/2012 12:00:00 PM,0.00000,95163.244000,7257.600,0.00,7257.600
12/31/2012 3:00:00 PM,12/31/2012 10:00:00 AM,12/31/2012 4:00:00 PM,12/31/2012 11:00:00 AM,0.00000,96323.241000,7230.300,0.00,7230.300
12/31/2012 2:00:00 PM,12/31/2012 9:00:00 AM,12/31/2012 3:00:00 PM,12/31/2012 10:00:00 AM,0.00000,96310.292000,7071.100,0.00,7071.100
12/31/2012 1:00:00 PM,12/31/2012 8:00:00 AM,12/31/2012 2:00:00 PM,12/31/2012 9:00:00 AM,0.00000,95345.729000,7040.200,0.00,7040.200
12/31/2012 12:00:00 PM,12/31/2012 7:00:00 AM,12/31/2012 1:00:00 PM,12/31/2012 8:00:00 AM,0.00000,93920.016000,7110.400,0.00,7110.400
12/31/2012 11:00:00 AM,12/31/2012 6:00:00 AM,12/31/2012 12:00:00 PM,12/31/2012 7:00:00 AM,0.00000,90301.918000,7117.400,0.00,7117.400
12/31/2012 10:00:00 AM,12/31/2012 5:00:00 AM,12/31/2012 11:00:00 AM,12/31/2012 6:00:00 AM,0.00000,85785.205000,6456.000,0.00,6456.000
12/31/2012 9:00:00 AM,12/31/2012 4:00:00 AM,12/31/2012 10:00:00 AM,12/31/2012 5:00:00 AM,0.00000,82531.289000,6734.100,0.00,6734.100
12/31/2012 8:00:00 AM,12/31/2012 3:00:00 AM,12/31/2012 9:00:00 AM,12/31/2012 4:00:00 AM,0.00000,81198.570000,6736.200,0.00,6736.200
12/31/2012 7:00:00 AM,12/31/2012 2:00:00 AM,12/31/2012 8:00:00 AM,12/31/2012 3:00:00 AM,0.00000,81177.915000,6713.600,0.00,6713.600
12/31/2012 6:00:00 AM,12/31/2012 1:00:00 AM,12/31/2012 7:00:00 AM,12/31/2012 2:00:00 AM,0.00000,82126.736000,6736.700,0.00,6736.700
12/31/2012 5:00:00 AM,12/31/2012 12:00:00 AM,12/31/2012 6:00:00 AM,12/31/2012 1:00:00 AM,0.00000,84488.965000,6736.600,0.00,6736.600
12/31/2012 4:00:00 AM,12/30/2012 11:00:00 PM,12/31/2012 5:00:00 AM,12/31/2012 12:00:00 AM,0.00000,88346.702000,6250.300,0.00,6250.300
12/31/2012 3:00:00 AM,12/30/2012 10:00:00 PM,12/31/2012 4:00:00 AM,12/30/2012 11:00:00 PM,0.00000,92979.131000,6306.400,0.00,6306.400
12/31/2012 2:00:00 AM,12/30/2012 9:00:00 PM,12/31/2012 3:00:00 AM,12/30/2012 10:00:00 PM,0.00000,96825.570000,6349.800,0.00,6349.800
12/31/2012 1:00:00 AM,12/30/2012 8:00:00 PM,12/31/2012 2:00:00 AM,12/30/2012 9:00:00 PM,0.04000,99305.932000,6199.400,247.91,6199.400
12/31/2012 12:00:00 AM,12/30/2012 7:00:00 PM,12/31/2012 1:00:00 AM,12/30/2012 8:00:00 PM,0.05000,100267.384000,6135.400,306.89,6135.400
12/30/2012 11:00:00 PM,12/30/2012 6:00:00 PM,12/31/2012 12:00:00 AM,12/30/2012 7:00:00 PM,0.05000,100861.236000,6135.000,306.85,6135.000
