datetime_beginning_utc,datetime_beginning_ept,nerc_region,mkt_region,zone,load_area,mw,is_verified
1/1/2016 5:00:00 AM,1/1/2016 12:00:00 AM,RTO,RTO,RTO,RTO,76169.255,True
1/1/2016 6:00:00 AM,1/1/2016 1:00:00 AM,RTO,RTO,RTO,RTO,74087.963,True
1/1/2016 7:00:00 AM,1/1/2016 2:00:00 AM,RTO,RTO,RTO,RTO,72329.200,True
1/1/2016 8:00:00 AM,1/1/2016 3:00:00 AM,RTO,RTO,RTO,RTO,71574.892,True
1/1/2016 9:00:00 AM,1/1/2016 4:00:00 AM,RTO,RTO,RTO,RTO,71830.003,True
1/1/2016 10:00:00 AM,1/1/2016 5:00:00 AM,RTO,RTO,RTO,RTO,73351.677,True
1/1/2016 11:00:00 AM,1/1/2016 6:00:00 AM,RTO,RTO,RTO,RTO,75415.295,True
1/1/2016 12:00:00 PM,1/1/2016 7:00:00 AM,RTO,RTO,RTO,RTO,77176.364,True
1/1/2016 1:00:00 PM,1/1/2016 8:00:00 AM,RTO,RTO,RTO,RTO,78499.044,True
1/1/2016 2:00:00 PM,1/1/2016 9:00:00 AM,RTO,RTO,RTO,RTO,80815.425,True
1/1/2016 3:00:00 PM,1/1/2016 10:00:00 AM,RTO,RTO,RTO,RTO,82968.757,True
1/1/2016 4:00:00 PM,1/1/2016 11:00:00 AM,RTO,RTO,RTO,RTO,84081.248,True
1/1/2016 5:00:00 PM,1/1/2016 12:00:00 PM,RTO,RTO,RTO,RTO,84390.643,True
1/1/2016 6:00:00 PM,1/1/2016 1:00:00 PM,RTO,RTO,RTO,RTO,83903.716,True
1/1/2016 7:00:00 PM,1/1/2016 2:00:00 PM,RTO,RTO,RTO,RTO,83386.541,True
1/1/2016 8:00:00 PM,1/1/2016 3:00:00 PM,RTO,RTO,RTO,RTO,83633.512,True
1/1/2016 9:00:00 PM,1/1/2016 4:00:00 PM,RTO,RTO,RTO,RTO,85944.545,True
1/1/2016 10:00:00 PM,1/1/2016 5:00:00 PM,RTO,RTO,RTO,RTO,92189.638,True
1/1/2016 11:00:00 PM,1/1/2016 6:00:00 PM,RTO,RTO,RTO,RTO,93675.944,True
1/2/2016 12:00:00 AM,1/1/2016 7:00:00 PM,RTO,RTO,RTO,RTO,93073.716,True
1/2/2016 1:00:00 AM,1/1/2016 8:00:00 PM,RTO,RTO,RTO,RTO,92108.382,True
1/2/2016 2:00:00 AM,1/1/2016 9:00:00 PM,RTO,RTO,RTO,RTO,90294.556,True
1/2/2016 3:00:00 AM,1/1/2016 10:00:00 PM,RTO,RTO,RTO,RTO,87091.956,True
1/2/2016 4:00:00 AM,1/1/2016 11:00:00 PM,RTO,RTO,RTO,RTO,83555.312,True
1/2/2016 5:00:00 AM,1/2/2016 12:00:00 AM,RTO,RTO,RTO,RTO,80061.183,True
1/2/2016 6:00:00 AM,1/2/2016 1:00:00 AM,RTO,RTO,RTO,RTO,77936.356,True
1/2/2016 7:00:00 AM,1/2/2016 2:00:00 AM,RTO,RTO,RTO,RTO,76856.867,True
1/2/2016 8:00:00 AM,1/2/2016 3:00:00 AM,RTO,RTO,RTO,RTO,76795.828,True
1/2/2016 9:00:00 AM,1/2/2016 4:00:00 AM,RTO,RTO,RTO,RTO,77539.129,True
1/2/2016 10:00:00 AM,1/2/2016 5:00:00 AM,RTO,RTO,RTO,RTO,79631.496,True
1/2/2016 11:00:00 AM,1/2/2016 6:00:00 AM,RTO,RTO,RTO,RTO,82883.797,True
1/2/2016 12:00:00 PM,1/2/2016 7:00:00 AM,RTO,RTO,RTO,RTO,86073.985,True
1/2/2016 1:00:00 PM,1/2/2016 8:00:00 AM,RTO,RTO,RTO,RTO,87821.742,True
1/2/2016 2:00:00 PM,1/2/2016 9:00:00 AM,RTO,RTO,RTO,RTO,87964.832,True
1/2/2016 3:00:00 PM,1/2/2016 10:00:00 AM,RTO,RTO,RTO,RTO,87503.347,True
1/2/2016 4:00:00 PM,1/2/2016 11:00:00 AM,RTO,RTO,RTO,RTO,86224.071,True
1/2/2016 5:00:00 PM,1/2/2016 12:00:00 PM,RTO,RTO,RTO,RTO,84508.675,True
1/2/2016 6:00:00 PM,1/2/2016 1:00:00 PM,RTO,RTO,RTO,RTO,82679.212,True
1/2/2016 7:00:00 PM,1/2/2016 2:00:00 PM,RTO,RTO,RTO,RTO,81274.337,True
1/2/2016 8:00:00 PM,1/2/2016 3:00:00 PM,RTO,RTO,RTO,RTO,81062.756,True
1/2/2016 9:00:00 PM,1/2/2016 4:00:00 PM,RTO,RTO,RTO,RTO,83522.351,True
1/2/2016 10:00:00 PM,1/2/2016 5:00:00 PM,RTO,RTO,RTO,RTO,90629.873,True
1/2/2016 11:00:00 PM,1/2/2016 6:00:00 PM,RTO,RTO,RTO,RTO,93919.841,True
1/3/2016 12:00:00 AM,1/2/2016 7:00:00 PM,RTO,RTO,RTO,RTO,93875.470,True
1/3/2016 1:00:00 AM,1/2/2016 8:00:00 PM,RTO,RTO,RTO,RTO,93227.636,True
1/3/2016 2:00:00 AM,1/2/2016 9:00:00 PM,RTO,RTO,RTO,RTO,91742.395,True
1/3/2016 3:00:00 AM,1/2/2016 10:00:00 PM,RTO,RTO,RTO,RTO,88873.557,True
1/3/2016 4:00:00 AM,1/2/2016 11:00:00 PM,RTO,RTO,RTO,RTO,85102.790,True
1/3/2016 5:00:00 AM,1/3/2016 12:00:00 AM,RTO,RTO,RTO,RTO,81829.181,True
1/3/2016 6:00:00 AM,1/3/2016 1:00:00 AM,RTO,RTO,RTO,RTO,79569.364,True
1/3/2016 7:00:00 AM,1/3/2016 2:00:00 AM,RTO,RTO,RTO,RTO,78497.456,True
1/3/2016 8:00:00 AM,1/3/2016 3:00:00 AM,RTO,RTO,RTO,RTO,78087.225,True
1/3/2016 9:00:00 AM,1/3/2016 4:00:00 AM,RTO,RTO,RTO,RTO,78570.347,True
1/3/2016 10:00:00 AM,1/3/2016 5:00:00 AM,RTO,RTO,RTO,RTO,80061.722,True
1/3/2016 11:00:00 AM,1/3/2016 6:00:00 AM,RTO,RTO,RTO,RTO,82397.312,True
1/3/2016 12:00:00 PM,1/3/2016 7:00:00 AM,RTO,RTO,RTO,RTO,84924.797,True
1/3/2016 1:00:00 PM,1/3/2016 8:00:00 AM,RTO,RTO,RTO,RTO,86443.223,True
1/3/2016 2:00:00 PM,1/3/2016 9:00:00 AM,RTO,RTO,RTO,RTO,85893.659,True
1/3/2016 3:00:00 PM,1/3/2016 10:00:00 AM,RTO,RTO,RTO,RTO,84954.321,True
1/3/2016 4:00:00 PM,1/3/2016 11:00:00 AM,RTO,RTO,RTO,RTO,84040.737,True
1/3/2016 5:00:00 PM,1/3/2016 12:00:00 PM,RTO,RTO,RTO,RTO,83637.623,True
1/3/2016 6:00:00 PM,1/3/2016 1:00:00 PM,RTO,RTO,RTO,RTO,82961.816,True
1/3/2016 7:00:00 PM,1/3/2016 2:00:00 PM,RTO,RTO,RTO,RTO,82552.102,True
1/3/2016 8:00:00 PM,1/3/2016 3:00:00 PM,RTO,RTO,RTO,RTO,82904.921,True
1/3/2016 9:00:00 PM,1/3/2016 4:00:00 PM,RTO,RTO,RTO,RTO,86648.549,True
1/3/2016 10:00:00 PM,1/3/2016 5:00:00 PM,RTO,RTO,RTO,RTO,94055.123,True
1/3/2016 11:00:00 PM,1/3/2016 6:00:00 PM,RTO,RTO,RTO,RTO,96827.765,True
