datetime_beginning_utc,datetime_beginning_ept,datetime_ending_utc,datetime_ending_ept,rmccp,rmpcp,total_pjm_rt_load_mwh,total_pjm_loc_credit,total_pjm_reg_purchases,total_pjm_self_sched_reg,total_pjm_assigned_reg,total_pjm_rmccp_cr,total_pjm_rmpcp_cr
1/1/2023 4:00:00 AM,12/31/2022 11:00:00 PM,1/1/2023 5:00:00 AM,1/1/2023 12:00:00 AM,9.45,0.83,73997.06800,656.61075,583.68128,263.11865,390.50046,6162.60,1785.93
1/1/2023 3:00:00 AM,12/31/2022 10:00:00 PM,1/1/2023 4:00:00 AM,12/31/2022 11:00:00 PM,8.18,0.00,76516.75900,129.35729,573.95443,254.27921,389.56191,5283.57,0.00
1/1/2023 2:00:00 AM,12/31/2022 9:00:00 PM,1/1/2023 3:00:00 AM,12/31/2022 10:00:00 PM,6.60,0.00,78890.98700,2422.41331,582.60272,208.23449,424.24563,4170.81,0.00
1/1/2023 1:00:00 AM,12/31/2022 8:00:00 PM,1/1/2023 2:00:00 AM,12/31/2022 9:00:00 PM,5.50,0.00,81367.90500,2205.92169,582.27433,210.04053,423.01876,3484.32,0.00
1/1/2023 12:00:00 AM,12/31/2022 7:00:00 PM,1/1/2023 1:00:00 AM,12/31/2022 8:00:00 PM,6.39,0.57,83606.02000,3505.93046,558.07278,256.54581,375.02667,4040.21,912.43
12/31/2022 11:00:00 PM,12/31/2022 6:00:00 PM,1/1/2023 12:00:00 AM,12/31/2022 7:00:00 PM,0.74,0.00,85896.98600,13009.84190,580.24004,202.46976,427.54864,460.83,0.00
12/31/2022 10:00:00 PM,12/31/2022 5:00:00 PM,12/31/2022 11:00:00 PM,12/31/2022 6:00:00 PM,25.32,1.28,86196.34100,2327.33128,673.64875,209.55684,514.61255,18358.05,3311.47
12/31/2022 9:00:00 PM,12/31/2022 4:00:00 PM,12/31/2022 10:00:00 PM,12/31/2022 5:00:00 PM,17.78,2.07,83318.07900,1179.84205,591.50845,206.52787,434.18173,11435.10,3468.17
12/31/2022 8:00:00 PM,12/31/2022 3:00:00 PM,12/31/2022 9:00:00 PM,12/31/2022 4:00:00 PM,8.64,0.65,81402.69300,1053.74491,381.76086,207.12689,223.49017,3708.92,936.43
12/31/2022 7:00:00 PM,12/31/2022 2:00:00 PM,12/31/2022 8:00:00 PM,12/31/2022 3:00:00 PM,11.54,0.00,80978.11400,139.68198,381.24696,207.56382,223.47636,4969.55,0.00
12/31/2022 6:00:00 PM,12/31/2022 1:00:00 PM,12/31/2022 7:00:00 PM,12/31/2022 2:00:00 PM,11.70,0.00,81388.06900,525.25769,367.01038,205.11198,208.66691,4848.40,0.00
12/31/2022 5:00:00 PM,12/31/2022 12:00:00 PM,12/31/2022 6:00:00 PM,12/31/2022 1:00:00 PM,5.23,0.73,81663.92900,256.66019,369.87221,234.11932,184.33922,2206.27,916.39
12/31/2022 4:00:00 PM,12/31/2022 11:00:00 AM,12/31/2022 5:00:00 PM,12/31/2022 12:00:00 PM,5.04,0.61,81812.33400,437.62943,383.27072,244.06842,187.43493,2191.28,803.45
12/31/2022 3:00:00 PM,12/31/2022 10:00:00 AM,12/31/2022 4:00:00 PM,12/31/2022 11:00:00 AM,22.10,0.55,81005.18000,5210.05446,384.31321,244.55336,189.18051,9533.48,649.79
12/31/2022 2:00:00 PM,12/31/2022 9:00:00 AM,12/31/2022 3:00:00 PM,12/31/2022 10:00:00 AM,16.63,0.00,79319.60600,4103.60215,371.96995,236.24214,183.58145,7082.65,0.00
12/31/2022 1:00:00 PM,12/31/2022 8:00:00 AM,12/31/2022 2:00:00 PM,12/31/2022 9:00:00 AM,8.33,0.00,76946.98800,2076.88283,574.33973,243.99765,379.79982,5217.74,0.00
12/31/2022 12:00:00 PM,12/31/2022 7:00:00 AM,12/31/2022 1:00:00 PM,12/31/2022 8:00:00 AM,11.33,2.17,74517.79200,1702.58774,586.88764,245.94613,391.20791,7213.19,3045.22
12/31/2022 11:00:00 AM,12/31/2022 6:00:00 AM,12/31/2022 12:00:00 PM,12/31/2022 7:00:00 AM,20.58,3.72,72151.65400,269.04175,565.86693,242.43967,371.22584,12627.83,5026.77
12/31/2022 10:00:00 AM,12/31/2022 5:00:00 AM,12/31/2022 11:00:00 AM,12/31/2022 6:00:00 AM,14.33,2.30,70247.16500,245.07975,558.43433,312.47443,317.46938,9034.25,3258.06
12/31/2022 9:00:00 AM,12/31/2022 4:00:00 AM,12/31/2022 10:00:00 AM,12/31/2022 5:00:00 AM,5.21,0.66,69325.87900,5.82475,555.65021,314.67188,311.73496,3256.66,1324.75
12/31/2022 8:00:00 AM,12/31/2022 3:00:00 AM,12/31/2022 9:00:00 AM,12/31/2022 4:00:00 AM,2.46,0.66,69274.84800,12.09903,383.76527,349.34918,82.32760,1060.89,1060.65
12/31/2022 7:00:00 AM,12/31/2022 2:00:00 AM,12/31/2022 8:00:00 AM,12/31/2022 3:00:00 AM,1.84,0.00,69945.20800,2.60057,379.96928,327.94980,100.89604,789.46,0.00
12/31/2022 6:00:00 AM,12/31/2022 1:00:00 AM,12/31/2022 7:00:00 AM,12/31/2022 2:00:00 AM,4.55,1.53,71420.57400,3.02229,400.26679,263.88107,161.24940,1943.52,1156.82
12/31/2022 5:00:00 AM,12/31/2022 12:00:00 AM,12/31/2022 6:00:00 AM,12/31/2022 1:00:00 AM,5.49,0.69,73378.25700,4047.78705,391.70797,215.51772,198.61224,2281.99,780.66
12/31/2022 4:00:00 AM,12/30/2022 11:00:00 PM,12/31/2022 5:00:00 AM,12/31/2022 12:00:00 AM,21.45,1.99,76458.43600,3842.27431,578.56274,309.90947,339.59754,13571.29,3551.53
12/31/2022 3:00:00 AM,12/30/2022 10:00:00 PM,12/31/2022 4:00:00 AM,12/30/2022 11:00:00 PM,15.10,2.90,80181.69200,1878.67513,534.23508,308.89292,296.27885,9258.76,4596.38
12/31/2022 2:00:00 AM,12/30/2022 9:00:00 PM,12/31/2022 3:00:00 AM,12/30/2022 10:00:00 PM,9.60,1.05,82967.38100,2546.43051,600.78792,316.55612,357.09315,6465.07,2027.78
12/31/2022 1:00:00 AM,12/30/2022 8:00:00 PM,12/31/2022 2:00:00 AM,12/30/2022 9:00:00 PM,4.81,2.01,84993.50700,3608.13886,592.84782,367.16860,299.57060,3212.80,4695.40
12/31/2022 12:00:00 AM,12/30/2022 7:00:00 PM,12/31/2022 1:00:00 AM,12/30/2022 8:00:00 PM,1.27,2.61,86338.51100,4064.34474,584.96779,428.53859,230.28995,840.38,4742.87
12/30/2022 11:00:00 PM,12/30/2022 6:00:00 PM,12/31/2022 12:00:00 AM,12/30/2022 7:00:00 PM,2.29,0.00,87603.67700,9446.80956,587.91365,368.67092,294.13808,1502.62,0.00
12/30/2022 10:00:00 PM,12/30/2022 5:00:00 PM,12/30/2022 11:00:00 PM,12/30/2022 6:00:00 PM,0.01,0.00,87072.38400,10301.01633,569.46678,356.68177,287.73320,6.44,0.00
12/30/2022 9:00:00 PM,12/30/2022 4:00:00 PM,12/30/2022 10:00:00 PM,12/30/2022 5:00:00 PM,7.05,6.99,82660.60400,1201.02177,544.31785,226.09171,390.16318,4333.30,6287.05
12/30/2022 8:00:00 PM,12/30/2022 3:00:00 PM,12/30/2022 9:00:00 PM,12/30/2022 4:00:00 PM,11.71,0.00,80715.09800,558.20369,394.53545,236.60487,207.89824,5198.56,0.00
12/30/2022 7:00:00 PM,12/30/2022 2:00:00 PM,12/30/2022 8:00:00 PM,12/30/2022 3:00:00 PM,15.89,0.00,80216.75300,1218.45329,368.04445,229.37912,188.57920,6772.85,0.00
12/30/2022 6:00:00 PM,12/30/2022 1:00:00 PM,12/30/2022 7:00:00 PM,12/30/2022 2:00:00 PM,3.38,5.37,80543.60300,101.50322,379.99059,195.65441,228.96267,1461.73,5385.56
12/30/2022 5:00:00 PM,12/30/2022 12:00:00 PM,12/30/2022 6:00:00 PM,12/30/2022 1:00:00 PM,5.22,4.25,81813.14300,577.16906,377.13652,196.15960,225.52097,2108.32,4903.55
12/30/2022 4:00:00 PM,12/30/2022 11:00:00 AM,12/30/2022 5:00:00 PM,12/30/2022 12:00:00 PM,8.18,0.00,83617.72400,539.91543,395.34389,200.85720,242.40918,3617.38,0.00
12/30/2022 3:00:00 PM,12/30/2022 10:00:00 AM,12/30/2022 4:00:00 PM,12/30/2022 11:00:00 AM,15.85,1.69,85618.18300,625.92255,375.19594,279.43820,148.10637,6862.90,1671.60
12/30/2022 2:00:00 PM,12/30/2022 9:00:00 AM,12/30/2022 3:00:00 PM,12/30/2022 10:00:00 AM,0.01,0.00,87575.22800,5755.79041,388.51193,236.29378,197.60278,4.33,0.00
12/30/2022 1:00:00 PM,12/30/2022 8:00:00 AM,12/30/2022 2:00:00 PM,12/30/2022 9:00:00 AM,9.13,3.54,89468.94300,4988.99709,601.24271,244.58707,404.91250,5880.15,6035.75
12/30/2022 12:00:00 PM,12/30/2022 7:00:00 AM,12/30/2022 1:00:00 PM,12/30/2022 8:00:00 AM,5.96,0.00,89051.67700,13431.49458,599.73313,241.26405,403.83034,3823.48,0.00
12/30/2022 11:00:00 AM,12/30/2022 6:00:00 AM,12/30/2022 12:00:00 PM,12/30/2022 7:00:00 AM,8.41,4.00,85569.07600,554.98615,587.96352,241.27107,392.33018,5280.73,5905.60
12/30/2022 10:00:00 AM,12/30/2022 5:00:00 AM,12/30/2022 11:00:00 AM,12/30/2022 6:00:00 AM,9.08,3.77,81169.25300,523.16844,551.37940,309.77514,329.93033,5784.82,6108.40
