datetime_beginning_utc,datetime_beginning_ept,nerc_region,mkt_region,zone,load_area,mw,is_verified
1/1/2017 5:00:00 AM,1/1/2017 12:00:00 AM,RTO,RTO,RTO,RTO,78616.700,False
1/1/2017 6:00:00 AM,1/1/2017 1:00:00 AM,RTO,RTO,RTO,RTO,76306.184,False
1/1/2017 7:00:00 AM,1/1/2017 2:00:00 AM,RTO,RTO,RTO,RTO,74547.212,False
1/1/2017 8:00:00 AM,1/1/2017 3:00:00 AM,RTO,RTO,RTO,RTO,73590.958,False
1/1/2017 9:00:00 AM,1/1/2017 4:00:00 AM,RTO,RTO,RTO,RTO,73727.316,False
1/1/2017 10:00:00 AM,1/1/2017 5:00:00 AM,RTO,RTO,RTO,RTO,74611.417,False
1/1/2017 11:00:00 AM,1/1/2017 6:00:00 AM,RTO,RTO,RTO,RTO,76503.129,False
1/1/2017 12:00:00 PM,1/1/2017 7:00:00 AM,RTO,RTO,RTO,RTO,78393.384,False
1/1/2017 1:00:00 PM,1/1/2017 8:00:00 AM,RTO,RTO,RTO,RTO,79592.472,False
1/1/2017 2:00:00 PM,1/1/2017 9:00:00 AM,RTO,RTO,RTO,RTO,80112.560,False
1/1/2017 3:00:00 PM,1/1/2017 10:00:00 AM,RTO,RTO,RTO,RTO,79322.045,False
1/1/2017 4:00:00 PM,1/1/2017 11:00:00 AM,RTO,RTO,RTO,RTO,78368.634,False
1/1/2017 5:00:00 PM,1/1/2017 12:00:00 PM,RTO,RTO,RTO,RTO,77616.517,False
1/1/2017 6:00:00 PM,1/1/2017 1:00:00 PM,RTO,RTO,RTO,RTO,76559.522,False
1/1/2017 7:00:00 PM,1/1/2017 2:00:00 PM,RTO,RTO,RTO,RTO,75700.104,False
1/1/2017 8:00:00 PM,1/1/2017 3:00:00 PM,RTO,RTO,RTO,RTO,75786.892,False
1/1/2017 9:00:00 PM,1/1/2017 4:00:00 PM,RTO,RTO,RTO,RTO,78763.157,False
1/1/2017 10:00:00 PM,1/1/2017 5:00:00 PM,RTO,RTO,RTO,RTO,86023.970,False
1/1/2017 11:00:00 PM,1/1/2017 6:00:00 PM,RTO,RTO,RTO,RTO,88459.156,False
1/2/2017 12:00:00 AM,1/1/2017 7:00:00 PM,RTO,RTO,RTO,RTO,88390.480,False
1/2/2017 1:00:00 AM,1/1/2017 8:00:00 PM,RTO,RTO,RTO,RTO,87621.931,False
1/2/2017 2:00:00 AM,1/1/2017 9:00:00 PM,RTO,RTO,RTO,RTO,85590.592,False
1/2/2017 3:00:00 AM,1/1/2017 10:00:00 PM,RTO,RTO,RTO,RTO,82375.429,False
1/2/2017 4:00:00 AM,1/1/2017 11:00:00 PM,RTO,RTO,RTO,RTO,78459.873,False
1/2/2017 5:00:00 AM,1/2/2017 12:00:00 AM,RTO,RTO,RTO,RTO,74836.997,False
1/2/2017 6:00:00 AM,1/2/2017 1:00:00 AM,RTO,RTO,RTO,RTO,72660.176,False
1/2/2017 7:00:00 AM,1/2/2017 2:00:00 AM,RTO,RTO,RTO,RTO,71642.452,False
1/2/2017 8:00:00 AM,1/2/2017 3:00:00 AM,RTO,RTO,RTO,RTO,71471.738,False
1/2/2017 9:00:00 AM,1/2/2017 4:00:00 AM,RTO,RTO,RTO,RTO,72409.721,False
1/2/2017 10:00:00 AM,1/2/2017 5:00:00 AM,RTO,RTO,RTO,RTO,74931.097,False
1/2/2017 11:00:00 AM,1/2/2017 6:00:00 AM,RTO,RTO,RTO,RTO,78369.897,False
1/2/2017 12:00:00 PM,1/2/2017 7:00:00 AM,RTO,RTO,RTO,RTO,81480.588,False
1/2/2017 1:00:00 PM,1/2/2017 8:00:00 AM,RTO,RTO,RTO,RTO,83377.942,False
1/2/2017 2:00:00 PM,1/2/2017 9:00:00 AM,RTO,RTO,RTO,RTO,86206.440,False
1/2/2017 3:00:00 PM,1/2/2017 10:00:00 AM,RTO,RTO,RTO,RTO,88523.992,False
1/2/2017 4:00:00 PM,1/2/2017 11:00:00 AM,RTO,RTO,RTO,RTO,89516.175,False
1/2/2017 5:00:00 PM,1/2/2017 12:00:00 PM,RTO,RTO,RTO,RTO,89354.711,False
