datetime_beginning_utc,datetime_beginning_ept,datetime_ending_utc,datetime_ending_ept,rmccp,rmpcp,total_pjm_rt_load_mwh,total_pjm_loc_credit,total_pjm_reg_purchases,total_pjm_self_sched_reg,total_pjm_assigned_reg,total_pjm_rmccp_cr,total_pjm_rmpcp_cr
1/1/2014 4:00:00 AM,12/31/2013 11:00:00 PM,1/1/2014 5:00:00 AM,1/1/2014 12:00:00 AM,23.21,1.01,92204.32403,47.71000,584.79700,378.06900,216.55600,,
1/1/2014 3:00:00 AM,12/31/2013 10:00:00 PM,1/1/2014 4:00:00 AM,12/31/2013 11:00:00 PM,8.03,1.06,95219.17900,220.53000,573.08200,368.27800,214.91800,,
1/1/2014 2:00:00 AM,12/31/2013 9:00:00 PM,1/1/2014 3:00:00 AM,12/31/2013 10:00:00 PM,8.29,1.10,98352.90997,92.10000,578.16300,324.49500,264.75300,,
1/1/2014 1:00:00 AM,12/31/2013 8:00:00 PM,1/1/2014 2:00:00 AM,12/31/2013 9:00:00 PM,8.75,10.27,101600.08899,561.71000,565.41800,134.05800,432.21600,,
1/1/2014 12:00:00 AM,12/31/2013 7:00:00 PM,1/1/2014 1:00:00 AM,12/31/2013 8:00:00 PM,27.09,11.47,104530.02496,5814.47000,549.79300,127.65100,422.96200,,
12/31/2013 11:00:00 PM,12/31/2013 6:00:00 PM,1/1/2014 12:00:00 AM,12/31/2013 7:00:00 PM,21.35,9.10,107164.10390,3139.88000,544.06900,110.18700,434.74500,,
12/31/2013 10:00:00 PM,12/31/2013 5:00:00 PM,12/31/2013 11:00:00 PM,12/31/2013 6:00:00 PM,53.43,10.10,105713.24903,1202.22000,504.97300,117.73700,388.05300,,
12/31/2013 9:00:00 PM,12/31/2013 4:00:00 PM,12/31/2013 10:00:00 PM,12/31/2013 5:00:00 PM,0.94,9.97,98152.28099,7161.51000,642.19700,135.11600,507.38800,,
12/31/2013 8:00:00 PM,12/31/2013 3:00:00 PM,12/31/2013 9:00:00 PM,12/31/2013 4:00:00 PM,2.94,9.42,95939.84198,163.42000,602.41800,206.25000,405.89500,,
12/31/2013 7:00:00 PM,12/31/2013 2:00:00 PM,12/31/2013 8:00:00 PM,12/31/2013 3:00:00 PM,6.58,2.48,96447.11203,262.88000,599.56400,250.87300,358.25800,,
