datetime_beginning_utc,datetime_beginning_ept,datetime_ending_utc,datetime_ending_ept,dasrmcp,total_pjm_rt_load_mwh,total_pjm_cleared_dasr_mwh,total_pjm_dasr_credits,total_pjm_adj_dasr_oblig_mwh
1/1/2019 4:00:00 AM,12/31/2018 11:00:00 PM,1/1/2019 5:00:00 AM,1/1/2019 12:00:00 AM,0.00000,73882.243000,5253.800,0.00,5253.800
1/1/2019 3:00:00 AM,12/31/2018 10:00:00 PM,1/1/2019 4:00:00 AM,12/31/2018 11:00:00 PM,0.00000,77354.060000,5223.800,0.00,5223.800
1/1/2019 2:00:00 AM,12/31/2018 9:00:00 PM,1/1/2019 3:00:00 AM,12/31/2018 10:00:00 PM,0.00000,80773.535000,5223.800,0.00,5223.800
1/1/2019 1:00:00 AM,12/31/2018 8:00:00 PM,1/1/2019 2:00:00 AM,12/31/2018 9:00:00 PM,0.00000,84440.270000,5253.800,0.00,5253.800
1/1/2019 12:00:00 AM,12/31/2018 7:00:00 PM,1/1/2019 1:00:00 AM,12/31/2018 8:00:00 PM,0.00000,87973.239000,5223.800,0.00,5223.800
12/31/2018 11:00:00 PM,12/31/2018 6:00:00 PM,1/1/2019 12:00:00 AM,12/31/2018 7:00:00 PM,0.00000,91517.713000,5217.100,0.00,5217.100
12/31/2018 10:00:00 PM,12/31/2018 5:00:00 PM,12/31/2018 11:00:00 PM,12/31/2018 6:00:00 PM,0.00000,93006.871000,5253.800,0.00,5253.800
12/31/2018 9:00:00 PM,12/31/2018 4:00:00 PM,12/31/2018 10:00:00 PM,12/31/2018 5:00:00 PM,0.00000,90052.531000,5223.800,0.00,5223.800
12/31/2018 8:00:00 PM,12/31/2018 3:00:00 PM,12/31/2018 9:00:00 PM,12/31/2018 4:00:00 PM,0.00000,88577.338000,5223.800,0.00,5223.800
12/31/2018 7:00:00 PM,12/31/2018 2:00:00 PM,12/31/2018 8:00:00 PM,12/31/2018 3:00:00 PM,0.00000,88995.174000,5223.800,0.00,5223.800
12/31/2018 6:00:00 PM,12/31/2018 1:00:00 PM,12/31/2018 7:00:00 PM,12/31/2018 2:00:00 PM,0.00000,89684.639000,5223.800,0.00,5223.800
12/31/2018 5:00:00 PM,12/31/2018 12:00:00 PM,12/31/2018 6:00:00 PM,12/31/2018 1:00:00 PM,0.00000,90284.759000,5223.800,0.00,5223.800
12/31/2018 4:00:00 PM,12/31/2018 11:00:00 AM,12/31/2018 5:00:00 PM,12/31/2018 12:00:00 PM,0.00000,90429.011000,5215.100,0.00,5215.100
12/31/2018 3:00:00 PM,12/31/2018 10:00:00 AM,12/31/2018 4:00:00 PM,12/31/2018 11:00:00 AM,0.00000,90308.678000,5253.800,0.00,5253.800
12/31/2018 2:00:00 PM,12/31/2018 9:00:00 AM,12/31/2018 3:00:00 PM,12/31/2018 10:00:00 AM,0.00000,89323.517000,5253.800,0.00,5253.800
12/31/2018 1:00:00 PM,12/31/2018 8:00:00 AM,12/31/2018 2:00:00 PM,12/31/2018 9:00:00 AM,0.00000,87853.893000,5253.800,0.00,5253.800
12/31/2018 12:00:00 PM,12/31/2018 7:00:00 AM,12/31/2018 1:00:00 PM,12/31/2018 8:00:00 AM,0.00000,86146.089000,5253.800,0.00,5253.800
12/31/2018 11:00:00 AM,12/31/2018 6:00:00 AM,12/31/2018 12:00:00 PM,12/31/2018 7:00:00 AM,0.00000,83091.755000,5012.800,0.00,5012.800
12/31/2018 10:00:00 AM,12/31/2018 5:00:00 AM,12/31/2018 11:00:00 AM,12/31/2018 6:00:00 AM,0.00000,79328.212000,5253.800,0.00,5253.800
12/31/2018 9:00:00 AM,12/31/2018 4:00:00 AM,12/31/2018 10:00:00 AM,12/31/2018 5:00:00 AM,0.00000,76671.944000,5253.800,0.00,5253.800
12/31/2018 8:00:00 AM,12/31/2018 3:00:00 AM,12/31/2018 9:00:00 AM,12/31/2018 4:00:00 AM,0.00000,75361.166000,5253.800,0.00,5253.800
12/31/2018 7:00:00 AM,12/31/2018 2:00:00 AM,12/31/2018 8:00:00 AM,12/31/2018 3:00:00 AM,0.00000,75587.360000,5253.800,0.00,5253.800
12/31/2018 6:00:00 AM,12/31/2018 1:00:00 AM,12/31/2018 7:00:00 AM,12/31/2018 2:00:00 AM,0.00000,76561.603000,5253.800,0.00,5253.800
12/31/2018 5:00:00 AM,12/31/2018 12:00:00 AM,12/31/2018 6:00:00 AM,12/31/2018 1:00:00 AM,0.00000,78624.009000,5253.800,0.00,5253.800
12/31/2018 4:00:00 AM,12/30/2018 11:00:00 PM,12/31/2018 5:00:00 AM,12/31/2018 12:00:00 AM,0.00000,81484.796000,4948.200,0.00,4948.200
12/31/2018 3:00:00 AM,12/30/2018 10:00:00 PM,12/31/2018 4:00:00 AM,12/30/2018 11:00:00 PM,0.00000,85589.639000,4948.200,0.00,4948.200
12/31/2018 2:00:00 AM,12/30/2018 9:00:00 PM,12/31/2018 3:00:00 AM,12/30/2018 10:00:00 PM,0.00000,88762.907000,4948.200,0.00,4948.200
12/31/2018 1:00:00 AM,12/30/2018 8:00:00 PM,12/31/2018 2:00:00 AM,12/30/2018 9:00:00 PM,0.00000,90608.938000,4948.200,0.00,4948.200
12/31/2018 12:00:00 AM,12/30/2018 7:00:00 PM,12/31/2018 1:00:00 AM,12/30/2018 8:00:00 PM,0.00000,90915.916000,4918.300,0.00,4918.300
12/30/2018 11:00:00 PM,12/30/2018 6:00:00 PM,12/31/2018 12:00:00 AM,12/30/2018 7:00:00 PM,0.00000,91261.447000,4918.300,0.00,4918.300
12/30/2018 10:00:00 PM,12/30/2018 5:00:00 PM,12/30/2018 11:00:00 PM,12/30/2018 6:00:00 PM,0.00000,89000.783000,4901.000,0.00,4901.000
12/30/2018 9:00:00 PM,12/30/2018 4:00:00 PM,12/30/2018 10:00:00 PM,12/30/2018 5:00:00 PM,0.00000,82736.713000,4906.200,0.00,4906.200
12/30/2018 8:00:00 PM,12/30/2018 3:00:00 PM,12/30/2018 9:00:00 PM,12/30/2018 4:00:00 PM,0.00000,79796.076000,4948.200,0.00,4948.200
12/30/2018 7:00:00 PM,12/30/2018 2:00:00 PM,12/30/2018 8:00:00 PM,12/30/2018 3:00:00 PM,0.00000,79373.448000,4948.200,0.00,4948.200
12/30/2018 6:00:00 PM,12/30/2018 1:00:00 PM,12/30/2018 7:00:00 PM,12/30/2018 2:00:00 PM,0.00000,80250.410000,4795.000,0.00,4795.000
12/30/2018 5:00:00 PM,12/30/2018 12:00:00 PM,12/30/2018 6:00:00 PM,12/30/2018 1:00:00 PM,0.00000,81416.537000,4948.200,0.00,4948.200
12/30/2018 4:00:00 PM,12/30/2018 11:00:00 AM,12/30/2018 5:00:00 PM,12/30/2018 12:00:00 PM,0.00000,82532.920000,4420.100,0.00,4420.100
12/30/2018 3:00:00 PM,12/30/2018 10:00:00 AM,12/30/2018 4:00:00 PM,12/30/2018 11:00:00 AM,0.00000,83895.974000,4948.300,0.00,4948.300
12/30/2018 2:00:00 PM,12/30/2018 9:00:00 AM,12/30/2018 3:00:00 PM,12/30/2018 10:00:00 AM,0.00000,84622.459000,4722.900,0.00,4722.900
12/30/2018 1:00:00 PM,12/30/2018 8:00:00 AM,12/30/2018 2:00:00 PM,12/30/2018 9:00:00 AM,0.00000,83345.075000,4879.100,0.00,4879.100
12/30/2018 12:00:00 PM,12/30/2018 7:00:00 AM,12/30/2018 1:00:00 PM,12/30/2018 8:00:00 AM,0.00000,81177.754000,4918.200,0.00,4918.200
12/30/2018 11:00:00 AM,12/30/2018 6:00:00 AM,12/30/2018 12:00:00 PM,12/30/2018 7:00:00 AM,0.00000,78272.504000,4948.200,0.00,4948.200
12/30/2018 10:00:00 AM,12/30/2018 5:00:00 AM,12/30/2018 11:00:00 AM,12/30/2018 6:00:00 AM,0.00000,75949.729000,4918.200,0.00,4918.200
12/30/2018 9:00:00 AM,12/30/2018 4:00:00 AM,12/30/2018 10:00:00 AM,12/30/2018 5:00:00 AM,0.00000,74638.277000,4906.900,0.00,4906.900
12/30/2018 8:00:00 AM,12/30/2018 3:00:00 AM,12/30/2018 9:00:00 AM,12/30/2018 4:00:00 AM,0.00000,74254.162000,4928.200,0.00,4928.200
12/30/2018 7:00:00 AM,12/30/2018 2:00:00 AM,12/30/2018 8:00:00 AM,12/30/2018 3:00:00 AM,0.00000,74452.534000,4948.200,0.00,4948.200
12/30/2018 6:00:00 AM,12/30/2018 1:00:00 AM,12/30/2018 7:00:00 AM,12/30/2018 2:00:00 AM,0.00000,75575.923000,4918.200,0.00,4918.200
12/30/2018 5:00:00 AM,12/30/2018 12:00:00 AM,12/30/2018 6:00:00 AM,12/30/2018 1:00:00 AM,0.00000,77716.657000,4948.100,0.00,4948.100
12/30/2018 4:00:00 AM,12/29/2018 11:00:00 PM,12/30/2018 5:00:00 AM,12/30/2018 12:00:00 AM,0.00000,80927.805000,4775.700,0.00,4775.700
12/30/2018 3:00:00 AM,12/29/2018 10:00:00 PM,12/30/2018 4:00:00 AM,12/29/2018 11:00:00 PM,0.00000,84542.159000,4745.700,0.00,4745.700
12/30/2018 2:00:00 AM,12/29/2018 9:00:00 PM,12/30/2018 3:00:00 AM,12/29/2018 10:00:00 PM,0.00000,87471.200000,4783.700,0.00,4783.700
12/30/2018 1:00:00 AM,12/29/2018 8:00:00 PM,12/30/2018 2:00:00 AM,12/29/2018 9:00:00 PM,0.00000,89167.099000,4758.400,0.00,4758.400
12/30/2018 12:00:00 AM,12/29/2018 7:00:00 PM,12/30/2018 1:00:00 AM,12/29/2018 8:00:00 PM,0.00000,90092.846000,4781.800,0.00,4781.800
12/29/2018 11:00:00 PM,12/29/2018 6:00:00 PM,12/30/2018 12:00:00 AM,12/29/2018 7:00:00 PM,0.00000,90578.797000,4781.700,0.00,4781.700
12/29/2018 10:00:00 PM,12/29/2018 5:00:00 PM,12/29/2018 11:00:00 PM,12/29/2018 6:00:00 PM,0.00000,89385.566000,4781.700,0.00,4781.700
12/29/2018 9:00:00 PM,12/29/2018 4:00:00 PM,12/29/2018 10:00:00 PM,12/29/2018 5:00:00 PM,0.00000,84137.379000,4783.700,0.00,4783.700
12/29/2018 8:00:00 PM,12/29/2018 3:00:00 PM,12/29/2018 9:00:00 PM,12/29/2018 4:00:00 PM,0.00000,81390.473000,4783.700,0.00,4783.700
