datetime_beginning_utc,datetime_beginning_ept,nerc_region,mkt_region,zone,load_area,mw,is_verified
1/1/2019 5:00:00 AM,1/1/2019 12:00:00 AM,RTO,RTO,RTO,RTO,72141.088,False
1/1/2019 6:00:00 AM,1/1/2019 1:00:00 AM,RTO,RTO,RTO,RTO,69272.310,False
1/1/2019 7:00:00 AM,1/1/2019 2:00:00 AM,RTO,RTO,RTO,RTO,67162.813,False
1/1/2019 8:00:00 AM,1/1/2019 3:00:00 AM,RTO,RTO,RTO,RTO,65962.403,False
1/1/2019 9:00:00 AM,1/1/2019 4:00:00 AM,RTO,RTO,RTO,RTO,65839.864,False
1/1/2019 10:00:00 AM,1/1/2019 5:00:00 AM,RTO,RTO,RTO,RTO,66932.886,False
1/1/2019 11:00:00 AM,1/1/2019 6:00:00 AM,RTO,RTO,RTO,RTO,68507.536,False
1/1/2019 12:00:00 PM,1/1/2019 7:00:00 AM,RTO,RTO,RTO,RTO,70200.347,False
1/1/2019 1:00:00 PM,1/1/2019 8:00:00 AM,RTO,RTO,RTO,RTO,71626.717,False
1/1/2019 2:00:00 PM,1/1/2019 9:00:00 AM,RTO,RTO,RTO,RTO,74165.385,False
1/1/2019 3:00:00 PM,1/1/2019 10:00:00 AM,RTO,RTO,RTO,RTO,76735.906,False
1/1/2019 4:00:00 PM,1/1/2019 11:00:00 AM,RTO,RTO,RTO,RTO,78451.187,False
1/1/2019 5:00:00 PM,1/1/2019 12:00:00 PM,RTO,RTO,RTO,RTO,78838.501,False
1/1/2019 6:00:00 PM,1/1/2019 1:00:00 PM,RTO,RTO,RTO,RTO,78749.945,False
1/1/2019 7:00:00 PM,1/1/2019 2:00:00 PM,RTO,RTO,RTO,RTO,79203.859,False
1/1/2019 8:00:00 PM,1/1/2019 3:00:00 PM,RTO,RTO,RTO,RTO,80129.341,False
1/1/2019 9:00:00 PM,1/1/2019 4:00:00 PM,RTO,RTO,RTO,RTO,82967.711,False
1/1/2019 10:00:00 PM,1/1/2019 5:00:00 PM,RTO,RTO,RTO,RTO,88276.576,False
1/1/2019 11:00:00 PM,1/1/2019 6:00:00 PM,RTO,RTO,RTO,RTO,89118.407,False
1/2/2019 12:00:00 AM,1/1/2019 7:00:00 PM,RTO,RTO,RTO,RTO,88434.097,False
1/2/2019 1:00:00 AM,1/1/2019 8:00:00 PM,RTO,RTO,RTO,RTO,87077.519,False
1/2/2019 2:00:00 AM,1/1/2019 9:00:00 PM,RTO,RTO,RTO,RTO,84657.128,False
1/2/2019 3:00:00 AM,1/1/2019 10:00:00 PM,RTO,RTO,RTO,RTO,80902.969,False
1/2/2019 4:00:00 AM,1/1/2019 11:00:00 PM,RTO,RTO,RTO,RTO,76868.309,False
1/2/2019 5:00:00 AM,1/2/2019 12:00:00 AM,RTO,RTO,RTO,RTO,74275.695,False
1/2/2019 6:00:00 AM,1/2/2019 1:00:00 AM,RTO,RTO,RTO,RTO,72861.241,False
1/2/2019 7:00:00 AM,1/2/2019 2:00:00 AM,RTO,RTO,RTO,RTO,72434.764,False
1/2/2019 8:00:00 AM,1/2/2019 3:00:00 AM,RTO,RTO,RTO,RTO,72972.065,False
1/2/2019 9:00:00 AM,1/2/2019 4:00:00 AM,RTO,RTO,RTO,RTO,75155.900,False
1/2/2019 10:00:00 AM,1/2/2019 5:00:00 AM,RTO,RTO,RTO,RTO,80371.162,False
1/2/2019 11:00:00 AM,1/2/2019 6:00:00 AM,RTO,RTO,RTO,RTO,88180.860,False
1/2/2019 12:00:00 PM,1/2/2019 7:00:00 AM,RTO,RTO,RTO,RTO,93850.893,False
1/2/2019 1:00:00 PM,1/2/2019 8:00:00 AM,RTO,RTO,RTO,RTO,95352.274,False
1/2/2019 2:00:00 PM,1/2/2019 9:00:00 AM,RTO,RTO,RTO,RTO,95628.677,False
1/2/2019 3:00:00 PM,1/2/2019 10:00:00 AM,RTO,RTO,RTO,RTO,96127.638,False
1/2/2019 4:00:00 PM,1/2/2019 11:00:00 AM,RTO,RTO,RTO,RTO,96032.415,False
1/2/2019 5:00:00 PM,1/2/2019 12:00:00 PM,RTO,RTO,RTO,RTO,95550.189,False
1/2/2019 6:00:00 PM,1/2/2019 1:00:00 PM,RTO,RTO,RTO,RTO,95812.354,False
1/2/2019 7:00:00 PM,1/2/2019 2:00:00 PM,RTO,RTO,RTO,RTO,95647.884,False
1/2/2019 8:00:00 PM,1/2/2019 3:00:00 PM,RTO,RTO,RTO,RTO,95777.564,False
1/2/2019 9:00:00 PM,1/2/2019 4:00:00 PM,RTO,RTO,RTO,RTO,98215.902,False
1/2/2019 10:00:00 PM,1/2/2019 5:00:00 PM,RTO,RTO,RTO,RTO,102634.548,False
1/2/2019 11:00:00 PM,1/2/2019 6:00:00 PM,RTO,RTO,RTO,RTO,102838.139,False
1/3/2019 12:00:00 AM,1/2/2019 7:00:00 PM,RTO,RTO,RTO,RTO,101376.293,False
1/3/2019 1:00:00 AM,1/2/2019 8:00:00 PM,RTO,RTO,RTO,RTO,99279.403,False
1/3/2019 2:00:00 AM,1/2/2019 9:00:00 PM,RTO,RTO,RTO,RTO,95360.922,False
1/3/2019 3:00:00 AM,1/2/2019 10:00:00 PM,RTO,RTO,RTO,RTO,90077.108,False
1/3/2019 4:00:00 AM,1/2/2019 11:00:00 PM,RTO,RTO,RTO,RTO,84659.369,False
1/3/2019 5:00:00 AM,1/3/2019 12:00:00 AM,RTO,RTO,RTO,RTO,80679.817,False
1/3/2019 6:00:00 AM,1/3/2019 1:00:00 AM,RTO,RTO,RTO,RTO,78484.176,False
1/3/2019 7:00:00 AM,1/3/2019 2:00:00 AM,RTO,RTO,RTO,RTO,77486.721,False
1/3/2019 8:00:00 AM,1/3/2019 3:00:00 AM,RTO,RTO,RTO,RTO,77350.361,False
1/3/2019 9:00:00 AM,1/3/2019 4:00:00 AM,RTO,RTO,RTO,RTO,78949.556,False
1/3/2019 10:00:00 AM,1/3/2019 5:00:00 AM,RTO,RTO,RTO,RTO,83418.119,False
1/3/2019 11:00:00 AM,1/3/2019 6:00:00 AM,RTO,RTO,RTO,RTO,90985.800,False
1/3/2019 12:00:00 PM,1/3/2019 7:00:00 AM,RTO,RTO,RTO,RTO,96067.550,False
1/3/2019 1:00:00 PM,1/3/2019 8:00:00 AM,RTO,RTO,RTO,RTO,96565.842,False
1/3/2019 2:00:00 PM,1/3/2019 9:00:00 AM,RTO,RTO,RTO,RTO,96185.026,False
1/3/2019 3:00:00 PM,1/3/2019 10:00:00 AM,RTO,RTO,RTO,RTO,96194.333,False
1/3/2019 4:00:00 PM,1/3/2019 11:00:00 AM,RTO,RTO,RTO,RTO,95459.579,False
1/3/2019 5:00:00 PM,1/3/2019 12:00:00 PM,RTO,RTO,RTO,RTO,94510.037,False
1/3/2019 6:00:00 PM,1/3/2019 1:00:00 PM,RTO,RTO,RTO,RTO,93661.305,False
1/3/2019 7:00:00 PM,1/3/2019 2:00:00 PM,RTO,RTO,RTO,RTO,92635.121,False
1/3/2019 8:00:00 PM,1/3/2019 3:00:00 PM,RTO,RTO,RTO,RTO,92663.113,False
1/3/2019 9:00:00 PM,1/3/2019 4:00:00 PM,RTO,RTO,RTO,RTO,94923.334,False
1/3/2019 10:00:00 PM,1/3/2019 5:00:00 PM,RTO,RTO,RTO,RTO,101078.400,False
1/3/2019 11:00:00 PM,1/3/2019 6:00:00 PM,RTO,RTO,RTO,RTO,103176.038,False
1/4/2019 12:00:00 AM,1/3/2019 7:00:00 PM,RTO,RTO,RTO,RTO,102705.783,False
1/4/2019 1:00:00 AM,1/3/2019 8:00:00 PM,RTO,RTO,RTO,RTO,101358.472,False
1/4/2019 2:00:00 AM,1/3/2019 9:00:00 PM,RTO,RTO,RTO,RTO,98361.251,False
1/4/2019 3:00:00 AM,1/3/2019 10:00:00 PM,RTO,RTO,RTO,RTO,93524.412,False
1/4/2019 4:00:00 AM,1/3/2019 11:00:00 PM,RTO,RTO,RTO,RTO,88860.766,False
1/4/2019 5:00:00 AM,1/4/2019 12:00:00 AM,RTO,RTO,RTO,RTO,85343.849,False
1/4/2019 6:00:00 AM,1/4/2019 1:00:00 AM,RTO,RTO,RTO,RTO,83487.171,False
1/4/2019 7:00:00 AM,1/4/2019 2:00:00 AM,RTO,RTO,RTO,RTO,82710.814,False
1/4/2019 8:00:00 AM,1/4/2019 3:00:00 AM,RTO,RTO,RTO,RTO,82843.676,False
1/4/2019 9:00:00 AM,1/4/2019 4:00:00 AM,RTO,RTO,RTO,RTO,84748.728,False
1/4/2019 10:00:00 AM,1/4/2019 5:00:00 AM,RTO,RTO,RTO,RTO,89439.077,False
1/4/2019 11:00:00 AM,1/4/2019 6:00:00 AM,RTO,RTO,RTO,RTO,97092.586,False
1/4/2019 12:00:00 PM,1/4/2019 7:00:00 AM,RTO,RTO,RTO,RTO,101691.211,False
1/4/2019 1:00:00 PM,1/4/2019 8:00:00 AM,RTO,RTO,RTO,RTO,101765.922,False
1/4/2019 2:00:00 PM,1/4/2019 9:00:00 AM,RTO,RTO,RTO,RTO,100471.521,False
1/4/2019 3:00:00 PM,1/4/2019 10:00:00 AM,RTO,RTO,RTO,RTO,98870.521,False
1/4/2019 4:00:00 PM,1/4/2019 11:00:00 AM,RTO,RTO,RTO,RTO,96754.248,False
1/4/2019 5:00:00 PM,1/4/2019 12:00:00 PM,RTO,RTO,RTO,RTO,95210.801,False
1/4/2019 6:00:00 PM,1/4/2019 1:00:00 PM,RTO,RTO,RTO,RTO,93996.734,False
1/4/2019 7:00:00 PM,1/4/2019 2:00:00 PM,RTO,RTO,RTO,RTO,92894.930,False
1/4/2019 8:00:00 PM,1/4/2019 3:00:00 PM,RTO,RTO,RTO,RTO,92412.669,False
1/4/2019 9:00:00 PM,1/4/2019 4:00:00 PM,RTO,RTO,RTO,RTO,93960.653,False
1/4/2019 10:00:00 PM,1/4/2019 5:00:00 PM,RTO,RTO,RTO,RTO,97859.431,False
1/4/2019 11:00:00 PM,1/4/2019 6:00:00 PM,RTO,RTO,RTO,RTO,98249.852,False
1/5/2019 12:00:00 AM,1/4/2019 7:00:00 PM,RTO,RTO,RTO,RTO,96611.317,False
1/5/2019 1:00:00 AM,1/4/2019 8:00:00 PM,RTO,RTO,RTO,RTO,94458.152,False
1/5/2019 2:00:00 AM,1/4/2019 9:00:00 PM,RTO,RTO,RTO,RTO,91630.605,False
1/5/2019 3:00:00 AM,1/4/2019 10:00:00 PM,RTO,RTO,RTO,RTO,87612.680,False
1/5/2019 4:00:00 AM,1/4/2019 11:00:00 PM,RTO,RTO,RTO,RTO,82840.811,False
1/5/2019 5:00:00 AM,1/5/2019 12:00:00 AM,RTO,RTO,RTO,RTO,78873.486,False
1/5/2019 6:00:00 AM,1/5/2019 1:00:00 AM,RTO,RTO,RTO,RTO,76225.126,False
1/5/2019 7:00:00 AM,1/5/2019 2:00:00 AM,RTO,RTO,RTO,RTO,74770.169,False
1/5/2019 8:00:00 AM,1/5/2019 3:00:00 AM,RTO,RTO,RTO,RTO,74099.318,False
1/5/2019 9:00:00 AM,1/5/2019 4:00:00 AM,RTO,RTO,RTO,RTO,74725.249,False
1/5/2019 10:00:00 AM,1/5/2019 5:00:00 AM,RTO,RTO,RTO,RTO,76400.281,False
1/5/2019 11:00:00 AM,1/5/2019 6:00:00 AM,RTO,RTO,RTO,RTO,79372.603,False
1/5/2019 12:00:00 PM,1/5/2019 7:00:00 AM,RTO,RTO,RTO,RTO,82761.193,False
1/5/2019 1:00:00 PM,1/5/2019 8:00:00 AM,RTO,RTO,RTO,RTO,85406.850,False
1/5/2019 2:00:00 PM,1/5/2019 9:00:00 AM,RTO,RTO,RTO,RTO,87029.701,False
1/5/2019 3:00:00 PM,1/5/2019 10:00:00 AM,RTO,RTO,RTO,RTO,87471.766,False
1/5/2019 4:00:00 PM,1/5/2019 11:00:00 AM,RTO,RTO,RTO,RTO,87108.189,False
1/5/2019 5:00:00 PM,1/5/2019 12:00:00 PM,RTO,RTO,RTO,RTO,85811.608,False
1/5/2019 6:00:00 PM,1/5/2019 1:00:00 PM,RTO,RTO,RTO,RTO,84198.699,False
1/5/2019 7:00:00 PM,1/5/2019 2:00:00 PM,RTO,RTO,RTO,RTO,82610.119,False
1/5/2019 8:00:00 PM,1/5/2019 3:00:00 PM,RTO,RTO,RTO,RTO,81794.098,False
1/5/2019 9:00:00 PM,1/5/2019 4:00:00 PM,RTO,RTO,RTO,RTO,83139.772,False
1/5/2019 10:00:00 PM,1/5/2019 5:00:00 PM,RTO,RTO,RTO,RTO,88090.333,False
1/5/2019 11:00:00 PM,1/5/2019 6:00:00 PM,RTO,RTO,RTO,RTO,90298.737,False
1/6/2019 12:00:00 AM,1/5/2019 7:00:00 PM,RTO,RTO,RTO,RTO,89754.695,False
1/6/2019 1:00:00 AM,1/5/2019 8:00:00 PM,RTO,RTO,RTO,RTO,88763.729,False
1/6/2019 2:00:00 AM,1/5/2019 9:00:00 PM,RTO,RTO,RTO,RTO,86830.138,False
1/6/2019 3:00:00 AM,1/5/2019 10:00:00 PM,RTO,RTO,RTO,RTO,83748.587,False
1/6/2019 4:00:00 AM,1/5/2019 11:00:00 PM,RTO,RTO,RTO,RTO,80183.862,False
1/6/2019 5:00:00 AM,1/6/2019 12:00:00 AM,RTO,RTO,RTO,RTO,77184.727,False
1/6/2019 6:00:00 AM,1/6/2019 1:00:00 AM,RTO,RTO,RTO,RTO,74963.481,False
1/6/2019 7:00:00 AM,1/6/2019 2:00:00 AM,RTO,RTO,RTO,RTO,74044.460,False
1/6/2019 8:00:00 AM,1/6/2019 3:00:00 AM,RTO,RTO,RTO,RTO,73736.423,False
1/6/2019 9:00:00 AM,1/6/2019 4:00:00 AM,RTO,RTO,RTO,RTO,74059.071,False
1/6/2019 10:00:00 AM,1/6/2019 5:00:00 AM,RTO,RTO,RTO,RTO,75663.529,False
1/6/2019 11:00:00 AM,1/6/2019 6:00:00 AM,RTO,RTO,RTO,RTO,78174.658,False
1/6/2019 12:00:00 PM,1/6/2019 7:00:00 AM,RTO,RTO,RTO,RTO,81014.868,False
1/6/2019 1:00:00 PM,1/6/2019 8:00:00 AM,RTO,RTO,RTO,RTO,82859.192,False
1/6/2019 2:00:00 PM,1/6/2019 9:00:00 AM,RTO,RTO,RTO,RTO,83243.845,False
1/6/2019 3:00:00 PM,1/6/2019 10:00:00 AM,RTO,RTO,RTO,RTO,82518.876,False
1/6/2019 4:00:00 PM,1/6/2019 11:00:00 AM,RTO,RTO,RTO,RTO,81152.966,False
1/6/2019 5:00:00 PM,1/6/2019 12:00:00 PM,RTO,RTO,RTO,RTO,80244.500,False
1/6/2019 6:00:00 PM,1/6/2019 1:00:00 PM,RTO,RTO,RTO,RTO,79354.258,False
1/6/2019 7:00:00 PM,1/6/2019 2:00:00 PM,RTO,RTO,RTO,RTO,78990.866,False
1/6/2019 8:00:00 PM,1/6/2019 3:00:00 PM,RTO,RTO,RTO,RTO,79700.008,False
1/6/2019 9:00:00 PM,1/6/2019 4:00:00 PM,RTO,RTO,RTO,RTO,82972.223,False
1/6/2019 10:00:00 PM,1/6/2019 5:00:00 PM,RTO,RTO,RTO,RTO,89790.117,False
1/6/2019 11:00:00 PM,1/6/2019 6:00:00 PM,RTO,RTO,RTO,RTO,92831.795,False
1/7/2019 12:00:00 AM,1/6/2019 7:00:00 PM,RTO,RTO,RTO,RTO,92619.202,False
1/7/2019 1:00:00 AM,1/6/2019 8:00:00 PM,RTO,RTO,RTO,RTO,92183.316,False
