datetime_beginning_utc,datetime_beginning_ept,nerc_region,mkt_region,zone,load_area,mw,is_verified
1/1/2013 5:00:00 AM,1/1/2013 12:00:00 AM,RTO,RTO,RTO,RTO,81308.462,True
1/1/2013 6:00:00 AM,1/1/2013 1:00:00 AM,RTO,RTO,RTO,RTO,78675.109,True
1/1/2013 7:00:00 AM,1/1/2013 2:00:00 AM,RTO,RTO,RTO,RTO,76222.765,True
1/1/2013 8:00:00 AM,1/1/2013 3:00:00 AM,RTO,RTO,RTO,RTO,75063.593,True
1/1/2013 9:00:00 AM,1/1/2013 4:00:00 AM,RTO,RTO,RTO,RTO,75247.635,True
1/1/2013 10:00:00 AM,1/1/2013 5:00:00 AM,RTO,RTO,RTO,RTO,76423.119,True
1/1/2013 11:00:00 AM,1/1/2013 6:00:00 AM,RTO,RTO,RTO,RTO,78152.411,True
1/1/2013 12:00:00 PM,1/1/2013 7:00:00 AM,RTO,RTO,RTO,RTO,79545.883,True
1/1/2013 1:00:00 PM,1/1/2013 8:00:00 AM,RTO,RTO,RTO,RTO,80703.233,True
1/1/2013 2:00:00 PM,1/1/2013 9:00:00 AM,RTO,RTO,RTO,RTO,83419.357,True
1/1/2013 3:00:00 PM,1/1/2013 10:00:00 AM,RTO,RTO,RTO,RTO,86214.234,True
1/1/2013 4:00:00 PM,1/1/2013 11:00:00 AM,RTO,RTO,RTO,RTO,88005.876,True
1/1/2013 5:00:00 PM,1/1/2013 12:00:00 PM,RTO,RTO,RTO,RTO,88546.883,True
1/1/2013 6:00:00 PM,1/1/2013 1:00:00 PM,RTO,RTO,RTO,RTO,88313.221,True
1/1/2013 7:00:00 PM,1/1/2013 2:00:00 PM,RTO,RTO,RTO,RTO,87942.928,True
1/1/2013 8:00:00 PM,1/1/2013 3:00:00 PM,RTO,RTO,RTO,RTO,88055.888,True
1/1/2013 9:00:00 PM,1/1/2013 4:00:00 PM,RTO,RTO,RTO,RTO,91009.016,True
1/1/2013 10:00:00 PM,1/1/2013 5:00:00 PM,RTO,RTO,RTO,RTO,97587.001,True
1/1/2013 11:00:00 PM,1/1/2013 6:00:00 PM,RTO,RTO,RTO,RTO,99687.853,True
1/2/2013 12:00:00 AM,1/1/2013 7:00:00 PM,RTO,RTO,RTO,RTO,99186.659,True
1/2/2013 1:00:00 AM,1/1/2013 8:00:00 PM,RTO,RTO,RTO,RTO,97709.512,True
1/2/2013 2:00:00 AM,1/1/2013 9:00:00 PM,RTO,RTO,RTO,RTO,94491.967,True
1/2/2013 3:00:00 AM,1/1/2013 10:00:00 PM,RTO,RTO,RTO,RTO,89660.020,True
1/2/2013 4:00:00 AM,1/1/2013 11:00:00 PM,RTO,RTO,RTO,RTO,85014.439,True
1/2/2013 5:00:00 AM,1/2/2013 12:00:00 AM,RTO,RTO,RTO,RTO,81597.216,True
1/2/2013 6:00:00 AM,1/2/2013 1:00:00 AM,RTO,RTO,RTO,RTO,79859.585,True
1/2/2013 7:00:00 AM,1/2/2013 2:00:00 AM,RTO,RTO,RTO,RTO,79392.902,True
1/2/2013 8:00:00 AM,1/2/2013 3:00:00 AM,RTO,RTO,RTO,RTO,79935.920,True
1/2/2013 9:00:00 AM,1/2/2013 4:00:00 AM,RTO,RTO,RTO,RTO,82161.534,True
1/2/2013 10:00:00 AM,1/2/2013 5:00:00 AM,RTO,RTO,RTO,RTO,88026.258,True
1/2/2013 11:00:00 AM,1/2/2013 6:00:00 AM,RTO,RTO,RTO,RTO,97306.850,True
1/2/2013 12:00:00 PM,1/2/2013 7:00:00 AM,RTO,RTO,RTO,RTO,103904.958,True
1/2/2013 1:00:00 PM,1/2/2013 8:00:00 AM,RTO,RTO,RTO,RTO,105164.002,True
1/2/2013 2:00:00 PM,1/2/2013 9:00:00 AM,RTO,RTO,RTO,RTO,104720.837,True
1/2/2013 3:00:00 PM,1/2/2013 10:00:00 AM,RTO,RTO,RTO,RTO,104392.121,True
1/2/2013 4:00:00 PM,1/2/2013 11:00:00 AM,RTO,RTO,RTO,RTO,103434.857,True
1/2/2013 5:00:00 PM,1/2/2013 12:00:00 PM,RTO,RTO,RTO,RTO,102142.360,True
1/2/2013 6:00:00 PM,1/2/2013 1:00:00 PM,RTO,RTO,RTO,RTO,101211.923,True
1/2/2013 7:00:00 PM,1/2/2013 2:00:00 PM,RTO,RTO,RTO,RTO,100140.610,True
1/2/2013 8:00:00 PM,1/2/2013 3:00:00 PM,RTO,RTO,RTO,RTO,100241.706,True
1/2/2013 9:00:00 PM,1/2/2013 4:00:00 PM,RTO,RTO,RTO,RTO,103376.030,True
